year,source,target,weight,avg_streams,distance,distance_norm
2017,electro house,pop rap,28,85266288.94736843,7.174261093139648,0.8016427095114965
2017,pop,progressive house,28,101912025.95454544,4.690971374511719,0.5233058352788039
2017,edm,rap,28,94311889.55,7.059203624725342,0.7887466161256393
2017,dance pop,electropop,28,168045603.41666666,2.9810147285461426,0.3316471720381546
2017,latin pop,reggaeton,28,159503763.2173913,5.036357402801514,0.5620180591472866
2017,rap,tropical house,27,98009721.31578948,6.011630535125732,0.6713305059141643
2017,post-teen pop,southern hip hop,27,109553055.03846154,6.248353958129883,0.6978633977964066
2017,pop,r&b,27,89059784.76470588,4.14255952835083,0.46183767958695
2017,electropop,tropical house,27,132124429.71428572,1.4655369520187378,0.1617864650398549
2017,electro house,post-teen pop,27,124536195.22222222,4.550042152404785,0.5075099340293268
2017,latin hip hop,reggaeton flow,26,102326813.11111107,0.45390844345092773,0.048399164779529116
2017,miami hip hop,rap,25,87013066.29411764,0.0851985439658165,0.0070727097342277775
2017,electro house,rap,25,81557084.94444445,7.108570098876953,0.7942798046232105
2017,canadian pop,hip hop,25,93225904.66666669,5.673274517059326,0.6334062332286322
2017,r&b,trap,25,61791029.07692308,2.4300618171691895,0.2698942037671821
2017,edm,trap,25,94684777.0,7.105308532714844,0.7939142354655504
2017,trap,tropical house,25,98402234.42105263,6.072160243988037,0.6781149136441885
2017,miami hip hop,pop rap,24,84990947.8125,0.08116760104894638,0.0066209058052396005
2017,pop rap,uk dance,24,94279885.875,6.371482849121094,0.7116641679559059
2017,trap,urban contemporary,24,119921609.0,3.025520086288452,0.33663550749804066
2017,pop,uk pop,24,167506363.0952381,0.6881623268127441,0.07465526095014546
2017,gangster rap,trap,23,24447713.0,2.6547112464904785,0.29507379497089953
2017,house,pop rap,23,68192913.66666667,4.156634330749512,0.4634152387721329
2017,dirty south rap,hip hop,23,71949767.125,0.8478408455848694,0.09255265707905794
2017,dance pop,urban contemporary,23,116797875.0,1.7028697729110718,0.18838766063313364
2017,post-teen pop,uk dance,22,128944033.66666669,3.674778461456299,0.4094069386194415
2017,dance pop,progressive house,22,109184938.25,4.747077465057373,0.5295944264773058
2017,dirty south rap,pop,22,81984914.38888891,6.311506748199463,0.7049418107802741
2017,edm,electropop,22,135463678.83333334,3.492652416229248,0.38899353547739174
2017,dance pop,melodic rap,21,110468668.29411764,5.422901153564453,0.6053434023541128
2017,pop rap,progressive house,21,76983521.84615384,7.176276683807373,0.8018686248374365
2017,electro house,trap,21,86106735.88235295,7.154303550720215,0.7994057896979435
2017,conscious hip hop,hip hop,20,84524704.55555555,0.7202031016349792,0.07824651695427451
2017,dance pop,r&b,20,89980527.93333334,2.1228981018066406,0.23546608699514865
2017,conscious hip hop,pop rap,19,76482197.4,1.4197990894317627,0.15665998559162644
2017,dance pop,house,19,64428871.64285714,4.490482330322266,0.5008342350225016
2017,electropop,rap,19,62467827.4375,5.891363620758057,0.6578505173459335
2017,dirty south rap,trap,19,111618276.28571428,1.7164281606674194,0.1899073380350204
2017,rap,toronto rap,19,34822885.35714286,3.3325512409210205,0.3710487663423212
2017,r&b,southern hip hop,19,61791029.07692308,2.1631007194519043,0.2399721544295749
2017,southern hip hop,tropical house,19,71713477.13333334,6.004952907562256,0.6705820511650604
2017,big room,pop,19,99744350.05882353,4.612138748168945,0.5144699646032209
2017,miami hip hop,trap,18,104647802.71428572,1.6543807983398438,0.18295282573825028
2017,chicago rap,rap,18,80134586.33333333,2.6674013137817383,0.2964961476014268
2017,conscious hip hop,rap,18,76482197.4,1.5652261972427368,0.1729600275533723
2017,electropop,pop rap,18,71651102.77777778,5.95481014251709,0.6649618529323036
2017,progressive house,rap,18,77030854.15384616,7.110208511352539,0.7944634443345729
2017,canadian pop,pop,18,157778984.88235295,1.1102725267410278,0.12196703160197682
2017,pop rap,toronto rap,18,46919891.58333334,3.4643030166625977,0.38581602332383
2017,indie poptimism,pop,18,91982839.8,0.9972250461578369,0.10929622555410592
2017,edm,southern hip hop,18,71713477.13333334,7.052723407745361,0.7880202879308148
2017,puerto rican pop,reggaeton,18,219843492.84615383,3.715629816055298,0.41398571904202514
2017,dance pop,uk pop,18,164142110.47058824,3.3772289752960205,0.3760564224528643
2017,pop,pop edm,18,105289392.6,4.156315803527832,0.46337953698889944
2017,conscious hip hop,trap,17,94724755.125,3.0788674354553223,0.34261488811735513
2017,new orleans rap,pop rap,17,110202067.42857143,1.1852412223815918,0.13036981773416678
2017,alternative r&b,rap,17,95854837.66666669,2.441843271255493,0.2712147154576624
2017,house,rap,17,80172331.25,4.06282901763916,0.45290117050144385
2017,rap,uk dance,17,80172331.25,6.305937767028809,0.7043176174773045
2017,atl hip hop,canadian pop,17,65811717.0,4.932171821594238,0.5503405296202962
2017,atl hip hop,post-teen pop,17,134519279.64705878,6.114615440368652,0.6828734589588467
2017,gangster rap,hip hop,17,29582542.272727273,0.17095504701137543,0.016684635730528963
2017,dance pop,reggaeton,17,106537975.26666668,4.575284957885742,0.5103392469047956
2017,pop,reggaeton,17,163066493.0,6.678582668304443,0.7460851229929792
2017,hip hop,tropical house,17,113278903.6153846,6.6209716796875,0.7396278569024343
2017,latin pop,tropical,17,173777658.125,4.262543678283691,0.4752859748056937
2017,chicago rap,hip hop,16,80134586.33333333,3.5854663848876953,0.3993964899646341
2017,chicago rap,pop rap,16,80134586.33333333,2.8139703273773193,0.31292417885269114
2017,hip hop,new orleans rap,16,110202067.42857143,1.820016622543335,0.2015179400798939
2017,hip hop,miami hip hop,16,73999365.7,0.8585477471351624,0.0937527286969086
2017,canadian pop,dance pop,16,145155055.46666667,1.9635288715362549,0.21760335713741852
2017,canadian pop,southern hip hop,16,55526025.6,5.0655517578125,0.565290277228827
2017,canadian hip hop,rap,16,37162183.15384615,2.690075159072876,0.2990375213194551
2017,edm,hip hop,16,113278903.6153846,7.673160076141357,0.8575612688503115
2017,electro house,southern hip hop,16,76002242.07142857,7.102095603942871,0.7935541177777853
2017,progressive house,trap,16,83099007.08333333,7.1510162353515625,0.7990373344679861
2017,puerto rican pop,tropical,16,226428257.0,1.7396130561828613,0.19250599227128296
2017,big room,dance pop,16,113150641.8,4.811496734619141,0.5368147914615746
2017,electropop,post-teen pop,16,215291088.8125,1.4537031650543213,0.1604600876746592
2017,chicago rap,trap,15,87760298.25,1.0911773443222046,0.11982676848749216
2017,new orleans rap,rap,15,110202067.42857143,1.1046926975250244,0.12134162240743758
2017,alternative r&b,pop,15,133706458.54545456,5.957599639892578,0.6652745107645128
2017,melodic rap,post-teen pop,15,132364813.85714284,7.3127665519714355,0.8171669458445431
2017,conscious hip hop,pop,15,162284233.4,7.184624671936035,0.8028043001653831
2017,toronto rap,trap,15,35923736.166666664,2.025839328765869,0.22458735814511538
2017,dance pop,dirty south rap,15,68148472.08333333,4.382643699645996,0.48874725734977525
2017,pop,tropical,15,130063779.85714284,6.058732509613037,0.6766098803869215
2017,detroit hip hop,pop,15,51747540.72727273,7.2760796546936035,0.8130549341702671
2017,house,trap,15,87077723.27272727,3.6755075454711914,0.4094886572220822
2017,trap,uk dance,15,87077723.27272727,6.353586196899414,0.7096582408177047
2017,southern hip hop,urban contemporary,15,101719138.41666669,2.7576663494110107,0.30661340765412654
2017,edm,uk pop,15,167265204.7142857,4.942126750946045,0.5514563172379087
2017,tropical house,uk pop,15,167265204.7142857,3.1838741302490234,0.35438445128315993
2017,dance pop,pop edm,15,125750515.16666669,4.474834442138672,0.49908035819826596
2017,detroit hip hop,pop rap,14,49916497.27272727,1.5435444116592407,0.1705298477874656
2017,detroit hip hop,rap,14,16249917.875,1.428687572479248,0.15765624171492498
2017,atl trap,pop rap,14,18408325.666666668,4.174356937408447,0.46540165819943563
2017,atl trap,rap,14,18631016.777777776,4.046480178833008,0.45106872837578127
2017,miami hip hop,pop,14,110196558.63636364,6.180301666259766,0.6902358293893
2017,east coast hip hop,rap,14,16722919.818181818,1.725687861442566,0.19094520170060525
2017,electro house,tropical house,14,59917558.36363637,2.526614189147949,0.2807161731953681
2017,indie poptimism,tropical house,14,111693710.5,1.8650593757629395,0.20656650893754064
2017,gangster rap,pop,14,81621825.88888891,6.8943281173706055,0.7702667210854415
2017,gangster rap,southern hip hop,13,22238252.6,1.0773348808288574,0.11827525076021417
2017,canadian hip hop,trap,13,38788438.18181818,1.1102386713027954,0.12196323695136367
2017,canadian hip hop,pop rap,13,37802828.0,2.8332431316375732,0.31508435052144895
2017,electro house,hip hop,13,96981618.45454544,7.722644805908203,0.8631077119021369
2017,progressive house,southern hip hop,13,87423735.81818181,7.103801250457764,0.7937452933445908
2017,pop,toronto rap,13,46578829.90909091,7.278700351715088,0.8133486721951939
2017,latin hip hop,latin pop,13,213854373.5,4.918209075927734,0.548775530194185
2017,house,post-teen pop,12,75388131.66666667,6.1907196044921875,0.6914035128624807
2017,art pop,rap,12,14825666.0,5.319714546203613,0.5937778417431016
2017,conscious hip hop,southern hip hop,12,76482197.4,1.5428884029388428,0.17045631975111314
2017,dance pop,tropical,12,76418228.0,3.430210590362549,0.38199481015640024
2017,house,southern hip hop,12,92232796.5,4.061844348907471,0.4527908049589632
2017,southern hip hop,uk dance,12,92232796.5,6.299437046051025,0.7035889911137988
2017,hip pop,pop rap,12,120021074.85714284,0.5164247155189514,0.05540623432343578
2017,pop edm,post-teen pop,12,112903056.5,4.2363128662109375,0.47234592226726113
2017,colombian pop,reggaeton,12,101093291.9,2.380012035369873,0.26428442746216557
2017,edm,electro house,12,76780629.33333333,0.13876667618751526,0.013076836586292908
2017,detroit hip hop,trap,11,8956412.0,1.9110828638076782,0.21172500240995595
2017,atl hip hop,gangster rap,11,14864622.285714284,2.3049163818359375,0.2558674113901763
2017,dance pop,dancehall,11,91220349.71428572,4.343510150909424,0.48436101536147097
2017,dancehall,pop,11,104641062.33333331,6.486176490783691,0.7245194822091177
2017,alternative r&b,pop rap,11,114307195.7,2.5612311363220215,0.2845961767244099
2017,atl hip hop,dirty south rap,11,92757300.3,1.3687958717346191,0.15094334444293434
2017,east coast hip hop,pop,11,14910234.333333336,7.325714111328125,0.8186181591980435
2017,dirty south rap,post-teen pop,11,122962121.36363636,6.384796619415283,0.7131564276709682
2017,east coast hip hop,hip hop,11,14950362.444444446,0.8820766806602478,0.09638994406581027
2017,hip hop,progressive house,11,94697419.33333331,7.725844860076904,0.8634663865537533
2017,post-teen pop,progressive house,11,113952788.45454544,4.770513534545898,0.532221233279913
2017,hip pop,rap,11,47955612.25,0.526883602142334,0.05657850745325603
2017,canadian contemporary r&b,rap,11,57770666.5,4.057684898376465,0.45232459739138003
2017,pop rap,underground hip hop,11,55065516.1,2.031092405319214,0.22517614361665952
2017,latin hip hop,puerto rican pop,11,297758676.875,3.602785587310791,0.4013376942592789
2017,detroit hip hop,hip hop,10,17719935.714285713,2.2536237239837646,0.25011832865103106
2017,atl trap,trap,10,15411432.857142854,2.849579334259033,0.3169153763338545
2017,metropopolis,pop,10,52000076.83333334,3.525792360305786,0.39270799069271245
2017,dirty south rap,southern hip hop,10,53176104.8,0.13964076340198517,0.013174807717593988
2017,chicago rap,pop,10,117948930.4,7.2918782234191895,0.8148256998620204
2017,post-teen pop,urban contemporary,10,181009761.4,3.983367443084717,0.4439948048377097
2017,new orleans rap,pop,10,116300628.83333331,7.127136707305908,0.7963608230869251
2017,new orleans rap,trap,10,125853730.33333331,1.9973236322402954,0.2213912067746335
2017,east coast hip hop,pop rap,10,23380984.71428572,1.5807310342788696,0.17469787064262285
2017,indie pop rap,pop,10,39404342.4,7.03670597076416,0.7862249906245343
2017,dance pop,miami hip hop,10,79245958.875,4.250140190124512,0.47389574309091986
2017,dance pop,detroit hip hop,10,81601815.83333333,5.373483180999756,0.599804441711947
2017,hip hop,house,10,101617955.625,4.789004325866699,0.5342937538640857
2017,hip hop,uk dance,10,101617955.625,6.919406414031982,0.7730775951656775
2017,edm,urban contemporary,10,85799689.625,4.974209308624268,0.5550522564287979
2017,tropical house,urban contemporary,10,85799689.625,3.8604612350463867,0.4302189938590039
2017,pop rock,rap,10,114062895.0,5.467830657958984,0.6103792778382297
2017,dance pop,gangster rap,10,90943424.5,4.941779613494873,0.5514174087076782
2017,pop rap,queens hip hop,10,139399146.16666666,1.5819634199142456,0.1748360012695194
2017,pop edm,tropical house,10,58349361.33333334,2.0185868740081787,0.223774474504263
2017,modern rock,rap,10,49942825.0,5.334537029266357,0.5954392039164732
2017,big room,post-teen pop,10,114408954.5,4.691962242126465,0.5234168956164673
2017,pop,progressive electro house,10,103307690.75,4.511877059936523,0.5032322404268715
2017,colombian pop,tropical,10,64466448.44444445,3.4937314987182617,0.38911448328496256
2017,rap,underground hip hop,10,63508393.0,1.8852996826171875,0.20883512210058092
2017,atl hip hop,r&b,10,45489165.8,2.1730659008026123,0.24108909113152785
2017,big room,tropical house,10,46345006.125,2.6709632873535156,0.2968953876025555
2017,hip hop,rock,10,45712037.0,5.805374622344971,0.6482125323548297
2017,pop rap,reggaeton,10,73612258.0,3.461089611053467,0.3854558521902816
2017,modern rock,pop rap,10,42477065.333333336,5.4046478271484375,0.6032974977700153
2017,hip pop,pop,10,137930532.875,5.798852920532227,0.6474815543768595
2017,pop,queens hip hop,10,137930532.875,7.330262660980225,0.819127978524786
2017,melodic rap,miami hip hop,9,107980404.66666669,3.2826874256134033,0.36545983389278536
2017,detroit hip hop,southern hip hop,9,8956412.0,1.452933430671692,0.1603738128189936
2017,atl trap,southern hip hop,9,15411432.857142854,4.054049491882324,0.45191712673962564
2017,alternative r&b,dance pop,9,123731110.55555557,4.1686601638793945,0.46476314142654607
2017,dfw rap,pop,9,27924816.66666667,6.932620048522949,0.7745586312662502
2017,canadian pop,melodic rap,9,90499920.0,6.13079833984375,0.6846873019519265
2017,atl hip hop,canadian hip hop,9,48644961.875,1.4507864713668823,0.16013317317975903
2017,atl hip hop,toronto rap,9,48644961.875,2.2183661460876465,0.24616652071214773
2017,r&b,urban contemporary,9,131760880.875,0.6006401777267456,0.06484543440433899
2017,dance pop,indie poptimism,9,74232781.28571428,3.005718469619751,0.33441606445562133
2017,edm,indie poptimism,9,71164557.14285715,3.814321756362915,0.4250474996998048
2017,moombahton,pop,9,114069699.5,4.095818042755127,0.4565987101263553
2017,latin pop,pop,9,140585875.33333334,1.9876967668533325,0.22031218985592027
2017,uk dance,urban contemporary,9,72257016.0,4.214035511016846,0.46984898871803316
2017,pop rap,pop rock,9,111225096.83333331,5.537957191467285,0.6182393354026201
2017,hip hop,hip pop,9,95368246.42857143,0.9910491704940796,0.10860400913046216
2017,pop rap,viral pop,9,93762561.22222222,5.634632110595703,0.62907504039711
2017,canadian contemporary r&b,pop rap,9,68283948.25,4.121698379516602,0.45949948001407437
2017,canadian contemporary r&b,trap,9,13879200.714285716,4.12603235244751,0.4599852487383393
2017,perreo,reggaeton,9,78137872.25,0.575006902217865,0.06197235611308374
2017,canadian hip hop,pop,9,28897889.875,7.143291473388672,0.7981715127787913
2017,dance pop,toronto rap,9,55879606.625,5.466457843780518,0.610225407428156
2017,colombian pop,latin pop,9,57390361.0,3.6068365573883057,0.401791742911165
2017,latin hip hop,pop,9,168288669.44444445,6.559924125671387,0.7327854070517641
2017,hip hop,toronto rap,9,40565855.875,4.198275089263916,0.4680824986889426
2017,latin pop,reggaeton flow,9,131580423.33333331,4.810988903045654,0.5367578717023775
2017,pop,viral pop,9,148551391.88888893,0.6119779944419861,0.0661162214741968
2017,rap,rock,9,42296642.0,5.160731315612793,0.5759583762469395
2017,pop rap,rock,9,58186747.0,5.233875751495361,0.5841566921737321
2017,hip hop,modern rock,9,45725086.5,5.9668192863464355,0.6663078849843018
2017,dance pop,uk hip hop,8,15675702.0,5.389167785644531,0.6015624338614955
2017,pop,uk hip hop,8,14864286.2,7.292591094970703,0.8149056013080294
2017,art pop,pop,8,23423098.0,5.138889789581299,0.5735102921436328
2017,chicago rap,southern hip hop,8,87760298.25,2.6821188926696777,0.2981457517024761
2017,miami hip hop,post-teen pop,8,147879401.75,6.253586769104004,0.6984499118221612
2017,atl hip hop,urban contemporary,8,100659013.375,2.771031618118286,0.30811143951378345
2017,dirty south rap,r&b,8,71767212.28571428,2.2967522144317627,0.25495233941168566
2017,electropop,hip hop,8,77691385.0,6.49610710144043,0.7256325440917826
2017,indie pop,pop,8,73854733.66666667,6.533547401428223,0.7298290001036467
2017,electro house,urban contemporary,8,52217813.5,5.02528190612793,0.5607766739389578
2017,pop,pop rock,8,93292644.125,4.58774995803833,0.511736373125613
2017,hip pop,trap,8,120021074.85714284,1.68940007686615,0.18687792414693763
2017,queens hip hop,rap,8,61977274.16666666,1.7270785570144653,0.19110107632755197
2017,southern hip hop,toronto rap,8,24074576.14285714,3.3413314819335938,0.3720328902728144
2017,tropical house,uk dance,8,176697740.875,1.6175553798675537,0.1788252880639304
2017,uk dance,uk pop,8,174232136.875,4.135476112365723,0.4610437424762716
2017,atl hip hop,edm,8,138004429.625,6.8846025466918945,0.7691766408895886
2017,atl hip hop,tropical house,8,138004429.625,5.849026203155518,0.6531051731397465
2017,indietronica,pop,8,26461041.25,2.7776081562042236,0.3088485637568313
2017,modern alternative rock,pop,8,51707459.0,5.3158040046691895,0.5933395328743925
2017,edm,pop edm,8,107881194.0,0.9729400277137756,0.10657426521508515
2017,alternative r&b,hip hop,8,136728468.85714287,3.2637975215911865,0.3633425791880043
2017,puerto rican pop,reggaeton flow,8,108049062.85714284,3.537154197692871,0.39398147009390316
2017,dance pop,progressive electro house,8,67610455.71428572,4.713003158569336,0.5257752442496408
2017,pop,underground hip hop,8,66260706.0,6.536590099334717,0.7301700376467796
2017,electropop,indie poptimism,8,137979101.42857143,0.4503194987773895,0.047996901751283405
2017,electronic trap,pop,8,79373262.14285715,4.1088151931762695,0.4580554818413172
2017,big room,edm,8,52533502.42857143,0.2602538466453552,0.02669359625430806
2017,pop,trap soul,8,134151970.83333331,7.04254674911499,0.7868796480239756
2017,florida rap,pop rap,7,39842918.4,4.272329330444336,0.47638278917024035
2017,florida rap,rap,7,39842918.4,4.1451191902160645,0.4621245765516165
2017,atl hip hop,atl trap,7,16805165.5,2.99239444732666,0.3329226556562185
2017,dance pop,uk dancehall,7,18034281.0,4.196528434753418,0.4678867267847746
2017,metropopolis,rap,7,30776894.75,5.351703643798828,0.5973633055604672
2017,chicago rap,dance pop,7,117948930.4,5.441694736480713,0.6074498610106704
2017,conscious hip hop,dance pop,7,181928870.7142857,5.22351598739624,0.582995529086112
2017,atl hip hop,conscious hip hop,7,96268718.71428572,2.729637861251831,0.3034718645127147
2017,canadian pop,dirty south rap,7,92396688.14285716,5.20198917388916,0.5805827191997723
2017,canadian pop,urban contemporary,7,102435374.71428572,2.8011510372161865,0.311487342414894
2017,new orleans rap,southern hip hop,7,125853730.33333331,1.1269164085388184,0.12383254330604614
2017,dirty south rap,melodic rap,7,127752341.83333331,3.367112636566162,0.37492254343761044
2017,atl trap,hip hop,7,15265491.4,4.898388862609863,0.5465540027662176
2017,indie pop rap,pop rap,7,52012841.4,2.1063919067382812,0.2336160077610025
2017,indie pop rap,rap,7,52012841.4,1.955100178718567,0.21665863611065125
2017,indie pop rap,post-teen pop,7,35919852.85714286,7.110178470611572,0.794460077250226
2017,dance pop,moombahton,7,121972983.33333331,4.323291778564453,0.4820948607044617
2017,dance pop,latin pop,7,51628385.14285714,1.107227087020874,0.12162568674559009
2017,post-teen pop,tropical,7,190233665.5,6.129733085632324,0.6845679040720709
2017,house,urban contemporary,7,26541695.2,3.475412368774414,0.38706120318277204
2017,progressive house,urban contemporary,7,26541695.2,5.049560546875,0.5634979194406271
2017,r&b,tropical house,7,21569218.42857143,4.0187788009643555,0.447963849041702
2017,canadian hip hop,southern hip hop,7,27351669.83333333,2.703115940093994,0.3004991833235875
2017,gangster rap,melodic rap,7,14461750.5,4.246870040893555,0.4735292119091607
2017,g funk,pop,7,20767956.57142857,6.988951206207275,0.7808724488744619
2017,perreo,trap latino,7,29487182.33333333,0.5462720394134521,0.05875163972446011
2017,atl hip hop,electro house,7,101411180.14285716,6.933660507202148,0.7746752499653751
2017,alternative r&b,trap,7,116137672.8,1.526896595954895,0.1686638951556842
2017,indietronica,tropical house,7,32872307.33333333,1.6101268529891968,0.17799266956760051
2017,neo soul,rap,7,78562873.0,3.354032039642334,0.3734564187105739
2017,post-teen pop,toronto rap,7,72458214.33333333,7.352362632751465,0.8216050302426325
2017,contemporary country,pop,7,63477151.2,4.070781230926514,0.45379248582926496
2017,country,pop,7,63477151.2,4.1394429206848145,0.46148835794740817
2017,country road,pop,7,63477151.2,3.717757225036621,0.414224167404145
2017,modern country rock,pop,7,63477151.2,4.757383823394775,0.5307496036371983
2017,trap,underground hip hop,7,30178817.0,0.3025292158126831,0.03143198582794532
2017,hip hop,pop rock,7,83287708.5,6.1001763343811035,0.681255067195235
2017,dance pop,latin hip hop,7,84110578.0,4.458247184753418,0.4972211931809616
2017,canadian hip hop,hip hop,7,51128225.16666666,3.5961050987243652,0.4005889188354752
2017,pop rap,uk pop,7,101295091.71428572,6.643588542938232,0.7421628438493602
2017,norwegian pop,pop,7,57148119.16666666,3.415323495864868,0.3803262060793936
2017,pop,swedish pop,7,104422914.71428572,0.7361484169960022,0.08003373058583331
2017,florida rap,trap,6,39842918.4,2.9674153327941895,0.33012289829890545
2017,dancehall,tropical house,6,110049841.2,6.3934149742126465,0.7141224067580365
