source,target,weight,avg_streams,hyperbolic_distance
argentine hip hop,r&b en espanol,4,162271994.0,1.901360273361206
argentine hip hop,colombian pop,4,162271994.0,3.3835272789001465
argentine hip hop,pop reggaeton,4,162271994.0,3.5792441368103027
argentine hip hop,panamanian pop,4,162271994.0,3.8004114627838135
dance pop,toronto rap,4,91265998.25,5.466457843780518
colombian pop,puerto rican pop,4,102290554.25,1.8842774629592896
outlaw country,pop,4,9787327.0,4.05992317199707
sudanese pop,trap,4,5867561.0,2.7566165924072266
hip pop,rap,4,23191051.0,0.526883602142334
canadian contemporary r&b,pop rap,4,14697600.25,4.121698379516602
pop,soundtrack,4,20930125.5,6.689617156982422
rap,soundtrack,4,20930125.5,7.31330680847168
album rock,rap,4,94706093.5,5.335721969604492
birmingham metal,rap,4,94706093.5,6.266024589538574
hard rock,rap,4,94706093.5,4.9433274269104
metal,rap,4,94706093.5,5.237978935241699
dfw rap,melodic rap,4,166951856.5,0.9512027502059937
dance pop,k-pop boy group,4,76713196.5,3.1407060623168945
dance pop,modern rock,4,67530803.25,3.6510307788848877
baroque pop,pop,4,112457481.5,6.378824234008789
latin hip hop,pop reggaeton,4,75230131.0,0.7991380095481873
pop reggaeton,tropical,4,75230131.0,4.912589073181152
edm,modern rock,4,62819128.25,4.323862075805664
modern rock,tropical house,4,62819128.25,3.700802803039551
hip hop,trap latino,4,148222290.25,3.6011457443237305
neo soul,uk pop,4,14542992.5,4.084096908569336
electropop,southern hip hop,4,32645192.33333333,5.884490966796875
dance pop,dfw rap,4,28978606.25,5.1014533042907715
electropop,rap,4,38961459.0,5.891363620758057
etherpop,rap,4,38961459.0,6.929488658905029
indie poptimism,rap,4,38961459.0,5.990207672119141
post-teen pop,trap soul,4,45483864.25,7.11643123626709
r&b,urban contemporary,4,28443577.5,0.6006401777267456
art pop,dance pop,4,68601536.5,4.05373477935791
art pop,pop,4,68601536.5,5.138889789581299
art pop,post-teen pop,4,68601536.5,5.214934825897217
bachata,trap latino,4,82917994.5,4.150949478149414
german cloud rap,german hip hop,4,5299995.0,4.182919979095459
contemporary country,tropical house,4,89480669.5,2.8909406661987305
latin hip hop,post-teen pop,4,83604663.0,6.632665634155273
dirty south rap,southern hip hop,4,45278690.25,0.13964076340198517
latin viral pop,reggaeton flow,4,70471931.5,4.562799453735352
bachata,reggaeton,4,73630111.33333333,4.153078079223633
indie pop rap,pop rap,4,9941421.333333334,2.1063919067382812
conscious hip hop,urban contemporary,4,5270616.0,3.6844913959503174
pop rap,progressive electro house,4,17378100.333333332,7.214311599731445
atl hip hop,miami hip hop,4,106706282.25,1.3050984144210815
electropop,indie poptimism,4,167630017.5,0.4503194987773895
new orleans rap,rap,4,5732504.0,1.1046926975250244
alternative r&b,hip hop,4,13535929.0,3.2637975215911865
queens hip hop,trap soul,4,32885467.0,5.432143211364746
alternative r&b,trap soul,4,13815938.333333336,1.7653599977493286
alternative r&b,trap,4,22003105.666666668,1.526896595954895
cali rap,trap soul,4,5421875.0,5.154582500457764
cali rap,miami hip hop,4,5421875.0,1.5610809326171875
rap napoletano,trap italiana,4,8764834.333333334,2.3764331340789795
pop,pop reggaeton,4,66700604.0,6.281230926513672
latin pop,post-teen pop,4,92810931.33333331,2.0536386966705322
latin hip hop,pop rap,4,57884897.66666666,3.330716848373413
dance pop,hip pop,4,19289171.666666668,3.8544974327087402
dance pop,queens hip hop,4,19289171.666666668,5.368113040924072
hip pop,post-teen pop,4,19289171.666666668,5.872091293334961
post-teen pop,queens hip hop,4,19289171.666666668,7.403447151184082
progressive electro house,tropical house,4,79400801.33333333,2.5692646503448486
dance pop,progressive house,4,83416618.66666667,4.747077465057373
edm,indie poptimism,4,11228411.0,3.814321756362915
edm,indietronica,4,19763802.0,2.161875009536743
post-teen pop,progressive electro house,4,51684612.75,4.591704845428467
post-teen pop,progressive house,4,93781945.66666669,4.770513534545898
indietronica,tropical house,4,19826016.25,1.6101268529891968
german techno,pop,4,73386103.0,6.686980724334717
electropop,uk pop,4,119262566.25,2.0229432582855225
trap,tropical house,4,102787129.33333331,6.072160243988037
funk carioca,funk ostentacao,4,6499381.0,0.12875808775424957
dance pop,funk carioca,4,25188915.0,5.133907794952393
funk carioca,pop,4,25188915.0,7.23408317565918
dance pop,funk das antigas,4,25188915.0,3.950403928756714
funk das antigas,pop,4,25188915.0,6.109251022338867
dance pop,pagode baiano,4,25188915.0,3.911224365234375
pagode baiano,pop,4,25188915.0,6.417020320892334
latin pop,tropical house,4,50834353.33333334,2.562460422515869
moombahton,reggaeton,4,92639967.0,7.366115570068359
house,uk pop,4,139566732.5,6.530577182769775
dance pop,gangster rap,4,55774590.25,4.941779613494873
latin hip hop,perreo,4,23951044.0,0.6400400400161743
pop,social media pop,4,37506147.333333336,0.6920067667961121
german hip hop,german underground rap,4,4640455.0,0.5121360421180725
country road,post-teen pop,4,39864527.0,3.7960915565490723
dance pop,modern country rock,4,50408638.33333334,4.420477867126465
modern country rock,pop,4,50408638.33333334,4.757383823394775
dirty south rap,melodic rap,4,45594587.25,3.367112636566162
miami hip hop,southern hip hop,4,105513435.5,0.061999864876270294
colombian hip hop,reggaeton,4,78491704.5,3.781604290008545
big room,rap,4,29329972.0,7.246044635772705
big room,r&b,3,119124393.0,5.28192138671875
canadian pop,melodic dubstep,3,67178082.66666667,3.850250244140625
dance pop,melodic dubstep,3,67178082.66666667,4.013928413391113
melodic dubstep,post-teen pop,3,67178082.66666667,4.995561599731445
melodic dubstep,tropical house,3,67178082.66666667,4.230867862701416
disco house,house,3,18573019.666666668,0.20592884719371796
filter house,house,3,18573019.666666668,4.7565178871154785
house,vocal house,3,18573019.666666668,0.2276146113872528
disco house,post-teen pop,3,18573019.666666668,6.396021842956543
filter house,post-teen pop,3,18573019.666666668,2.7254228591918945
post-teen pop,vocal house,3,18573019.666666668,6.418270587921143
conscious hip hop,detroit hip hop,3,39996496.0,2.9351885318756104
detroit hip hop,dmv rap,3,39996496.0,4.820944786071777
conscious hip hop,g funk,3,39996496.0,0.36409109830856323
dmv rap,g funk,3,39996496.0,5.342944145202637
australian dance,bmore,3,18314769.666666668,4.85285758972168
australian pop,bmore,3,18314769.666666668,4.487935543060303
australian dance,edm,3,18314769.666666668,0.8923673033714294
australian dance,electropop,3,18314769.666666668,2.627326250076294
australian pop,electropop,3,18314769.666666668,0.5894064903259277
australian dance,moombahton,3,18314769.666666668,0.5687879323959351
australian pop,moombahton,3,18314769.666666668,3.4601895809173584
australian dance,tropical house,3,18314769.666666668,1.550614356994629
australian dance,post-teen pop,3,18314769.666666668,3.636321783065796
pop rap,puerto rican pop,3,151890445.0,3.814081907272339
puerto rican pop,rap,3,151890445.0,3.7674062252044678
edm,puerto rican pop,3,151890445.0,5.597906112670898
edm,trap latino,3,151890445.0,7.5897979736328125
electronic trap,puerto rican pop,3,151890445.0,5.397594928741455
electronic trap,trap latino,3,151890445.0,7.40189790725708
electronic trap,post-teen pop,3,151890445.0,4.188777446746826
post-teen pop,puerto rican pop,3,151890445.0,4.464103698730469
british indie rock,rap rock,3,27460420.66666667,3.328054189682007
modern alternative rock,rap rock,3,27460420.66666667,1.9233288764953613
modern rock,rap rock,3,27460420.66666667,1.5142676830291748
rap rock,rock,3,27460420.66666667,3.2033395767211914
big room,swedish electropop,3,11493748.666666664,2.1364073753356934
dance pop,swedish electropop,3,11493748.666666664,3.451521635055542
edm,swedish electropop,3,11493748.666666664,1.9014068841934204
pop,swedish electropop,3,11493748.666666664,2.9278295040130615
swedish electropop,tropical house,3,11493748.666666664,0.588452160358429
europop,swedish pop,3,11493748.666666664,1.8715749979019165
swedish electropop,swedish pop,3,11493748.666666664,2.279116630554199
canadian hip hop,dirty south rap,3,126507959.66666669,2.818960666656494
canadian hip hop,gangster rap,3,126507959.66666669,3.7470388412475586
canadian pop,gangster rap,3,126507959.66666669,5.784634113311768
dirty south rap,toronto rap,3,126507959.66666669,3.4694366455078125
gangster rap,toronto rap,3,126507959.66666669,4.342646598815918
country rap,country road,3,280187925.3333333,4.764261245727539
atl hip hop,philly rap,3,23457383.66666667,1.8516963720321655
atl trap,philly rap,3,23457383.66666667,4.823330879211426
atl trap,dfw rap,3,190496462.0,2.2351207733154297
atl hip hop,cali rap,3,108213587.66666669,2.1248347759246826
chicago rap,electropop,3,65447727.66666666,6.987753391265869
colombian pop,rap latina,3,142683429.33333334,2.5094830989837646
argentine hip hop,rap latina,3,124969498.66666669,2.0651257038116455
argentine hip hop,trap latino,3,110096939.33333331,3.628143548965454
panamanian pop,rap latina,3,122662670.0,2.788182497024536
canadian hip hop,r&b,3,111911340.33333331,3.3537378311157227
canadian pop,r&b,3,126399007.0,3.032399892807007
r&b,toronto rap,3,111911340.33333331,3.580418348312378
dancehall,reggaeton,3,54877381.66666666,1.3071056604385376
pop rap,sudanese pop,3,5867561.0,2.4524779319763184
queens hip hop,southern hip hop,3,24176622.33333333,1.7046687602996826
emo rap,pop,3,18085357.33333333,2.1727890968322754
hip pop,trap,3,36668556.66666666,1.68940007686615
dancehall,uk hip hop,3,16749046.333333336,4.9389142990112305
bmore,edm,3,64589364.66666666,5.609960556030273
bmore,tropical house,3,131295853.66666669,4.611279487609863
electropop,moombahton,3,131295853.66666669,3.179582118988037
electropop,k-pop,3,100206521.33333331,1.4236148595809937
electropop,k-pop boy group,3,100206521.33333331,1.4629945755004883
modern rock,post-teen pop,3,88332796.0,4.533635139465332
chicago rap,uk pop,3,109963289.66666669,7.694828510284424
dance pop,viral pop,3,373357456.6666667,2.4371306896209717
big room,modern rock,3,82422189.66666667,4.494532108306885
big room,pop rap,3,115131381.0,7.311744689941406
hip hop,reggaeton flow,3,65226620.0,3.351924419403076
reggaeton flow,southern hip hop,3,65226620.0,3.065828323364258
southern hip hop,trap latino,3,65226620.0,3.3046088218688965
edm,neo soul,3,103766452.0,4.197705268859863
neo soul,uk dance,3,103766452.0,3.457406759262085
edm,uk contemporary r&b,3,11563038.333333336,3.6687159538269043
dance pop,uk funky,3,41730952.0,1.6973316669464111
pop,uk funky,3,41730952.0,3.765235185623169
post-teen pop,uk funky,3,41730952.0,3.8379039764404297
pop rap,uk dance,3,44112794.66666666,6.371482849121094
etherpop,pop rap,3,173333610.33333334,7.003773212432861
indie poptimism,southern hip hop,3,32645192.33333333,5.983280658721924
indie poptimism,trap,3,32645192.33333333,6.068825721740723
canadian pop,uk pop,3,344642678.3333333,1.5260822772979736
latin pop,puerto rican pop,3,100257728.66666669,2.6165826320648193
canadian pop,melodic rap,3,7083045.333333332,6.13079833984375
canadian pop,toronto rap,3,13238511.666666664,6.170435428619385
art pop,pop rap,3,47630134.33333334,5.393006324768066
british indie rock,pop rap,3,18233282.666666668,6.395977973937988
modern alternative rock,pop rap,3,18233282.666666668,6.290995121002197
modern rock,rap,3,15783520.333333336,5.334537029266357
conscious hip hop,dirty south rap,3,5488559.0,1.5034081935882568
dmv rap,pop rap,3,15110579.666666664,4.344470500946045
contemporary country,edm,3,83935355.33333333,3.002552032470703
contemporary country,electropop,3,79967530.66666667,3.3871266841888428
gangster rap,melodic rap,3,178284634.66666666,4.246870040893555
pop,reggae fusion,3,11466107.0,6.47706937789917
atl hip hop,edm,3,4931256.0,6.8846025466918945
atl hip hop,electronic trap,3,4931256.0,6.70396089553833
latin viral pop,trap latino,3,63769457.0,4.72383975982666
latin hip hop,latin viral pop,3,70471931.5,4.656320095062256
indie pop rap,rap,3,4777536.5,1.955100178718567
hip hop,neo mellow,3,5746431.0,5.366246700286865
hip hop,neo soul,3,5746431.0,3.9980759620666504
neo mellow,pop rap,3,5746431.0,4.805102825164795
neo mellow,rap,3,5746431.0,4.73532772064209
neo soul,rap,3,5746431.0,3.354032039642334
canadian hip hop,melodic rap,3,37056191.0,1.6020228862762451
melodic rap,toronto rap,3,37056191.0,0.2982255518436432
metropopolis,pop,3,389095309.3333333,3.525792360305786
british indie rock,pop,3,26242718.0,5.7612833976745605
alternative r&b,edm,3,23166867.5,6.751245021820068
dancehall,reggae fusion,3,4599461.0,0.6911908388137817
new orleans rap,trap,3,5732504.0,1.9973236322402954
sudanese pop,trap soul,3,5421875.0,3.9658312797546387
hip hop,meme rap,3,5421875.0,4.125002861022949
meme rap,trap soul,3,5421875.0,1.7773717641830444
electronic trap,funk carioca,3,25300522.0,8.019530296325684
funk das antigas,pop nacional,3,31064444.0,2.5920121669769287
pagode baiano,pop nacional,3,31064444.0,1.791072130203247
chicago rap,miami hip hop,3,28088870.33333333,2.7345049381256104
dance pop,modern alternative rock,3,41613256.0,4.528099536895752
east coast hip hop,rap,3,32307744.0,1.725687861442566
instrumental grime,rap,3,21329917.5,5.9329376220703125
instrumental grime,trap,3,21329917.5,5.785330295562744
progressive electro house,rap,3,19866145.0,7.148617267608643
dance pop,pop reggaeton,3,66700604.0,4.153987884521484
post-teen pop,reggaeton flow,3,75369594.0,6.521120548248291
latin pop,pop rap,3,59784255.33333334,4.659162998199463
atl hip hop,chicago rap,3,17252889.333333332,1.4370734691619873
albanian hip hop,german hip hop,3,4980714.0,2.5607733726501465
latin hip hop,rap,3,40253485.0,3.3340773582458496
perreo,rap,3,40253485.0,3.865074396133423
rap,tropical,3,40253485.0,5.496142387390137
pop rap,pop rock,3,141788348.0,5.537957191467285
pop rock,rap,3,141788348.0,5.467830657958984
dance pop,deep big room,3,26963555.5,5.2285542488098145
deep big room,tropical house,3,26963555.5,3.2227041721343994
pop edm,post-teen pop,3,75652010.66666667,4.2363128662109375
dance pop,indie poptimism,3,11228411.0,3.005718469619751
houston rap,pop rap,3,32691330.5,1.1087709665298462
funk carioca,latin pop,3,26299025.0,5.5928826332092285
funk das antigas,latin pop,3,26299025.0,4.449349403381348
latin pop,pagode baiano,3,26299025.0,4.654890537261963
edm,reggaeton flow,3,48533119.5,7.415504455566406
rap dominicano,reggaeton,3,60612336.5,0.3233490288257599
boy band,reggaeton,3,103506300.0,6.564753532409668
pop rock,reggaeton,3,103506300.0,6.1958699226379395
neo mellow,pop,3,32158182.66666667,3.834308385848999
pop,trap queen,3,72371104.0,5.950973987579346
east coast hip hop,pop,3,21336563.666666668,7.325714111328125
gangster rap,post-teen pop,3,72093167.66666667,6.967543125152588
funk carioca,tropical,3,16472758.5,5.966933727264404
funk das antigas,tropical,3,16472758.5,4.613725662231445
pagode baiano,tropical,3,16472758.5,2.4527273178100586
pop,video game music,3,42228837.0,7.988150596618652
afropop,pop,3,12054533.5,4.602198123931885
afropop,pop rap,3,12054533.5,4.232974529266357
afropop,rap,3,12054533.5,4.185230255126953
r&b,uk pop,3,194662920.3333333,4.536230087280273
social media pop,trap,3,12395171.5,6.808324813842773
german underground rap,hamburg hip hop,3,4640455.0,2.63326358795166
deep german hip hop,german underground rap,3,4640455.0,0.7669851779937744
melodic rap,r&b,3,73863686.66666667,3.528287172317505
melodic rap,urban contemporary,3,6573567.0,4.106159210205078
brostep,post-teen pop,3,80750208.0,4.691994667053223
brostep,uk pop,3,74272336.66666667,5.148909091949463
brostep,tropical house,3,107459142.5,2.6798505783081055
modern country rock,post-teen pop,3,50408638.33333334,4.835875511169434
edm,latin hip hop,3,53182825.5,7.534339904785156
basshall,belgian edm,3,101939379.0,6.010979652404785
belgian edm,dutch hip hop,3,101939379.0,6.4736247062683105
belgian edm,dutch house,3,101939379.0,0.8900799751281738
belgian edm,latin hip hop,3,101939379.0,6.797815799713135
belgian edm,dance pop,3,101939379.0,3.880262851715088
belgian edm,pop,3,101939379.0,3.6757194995880127
belgian edm,latin pop,3,101939379.0,3.2305808067321777
belgian edm,rap latina,3,101939379.0,6.164881706237793
chicago rap,dance pop,3,52317145.66666666,5.441694736480713
dirty south rap,post-teen pop,3,57729325.33333334,6.384796619415283
detroit hip hop,trap,3,5328441.5,1.9110828638076782
etherpop,pop,3,315119110.0,6.915397644042969
dance pop,urban contemporary,3,25340697.0,1.7028697729110718
detroit hip hop,pop,3,25885755.0,7.2760796546936035
new orleans rap,pop rap,3,5381713.0,1.1852412223815918
atl hip hop,gangster rap,3,30142250.66666667,2.3049163818359375
florida rap,rap,3,204926585.5,4.1451191902160645
emo rap,miami hip hop,3,94961498.5,6.609771251678467
country pop,dance pop,3,71962736.0,4.255345821380615
country pop,pop,3,71962736.0,4.593637943267822
rap,tropical house,3,46575746.0,6.011630535125732
colombian hip hop,tropical,3,45412178.0,6.016211986541748
cumbia,reggaeton,3,45412178.0,5.608951091766357
cumbia,tropical,3,45412178.0,0.22807936370372772
latin alternative,reggaeton,3,45412178.0,5.2767534255981445
latin alternative,tropical,3,45412178.0,4.640732765197754
latin rock,reggaeton,3,45412178.0,5.700465679168701
latin rock,tropical,3,45412178.0,5.132956027984619
reggaeton,salsa choke,3,45412178.0,0.8472002148628235
salsa choke,tropical,3,45412178.0,5.821905136108398
dfw rap,philly rap,2,32975714.5,3.323582887649536
latin hip hop,reggae fusion,2,369685049.0,1.8244342803955078
reggae fusion,reggaeton,2,369685049.0,1.8791542053222656
reggae fusion,tropical,2,369685049.0,4.952123641967773
colombian pop,latin arena pop,2,79393080.0,5.302018165588379
colombian pop,mexican pop,2,79393080.0,4.778337478637695
atl trap,canadian hip hop,2,13748972.0,2.8424947261810303
atl trap,canadian pop,2,13748972.0,6.715350151062012
atl trap,toronto rap,2,13748972.0,1.212928295135498
alternative r&b,uk pop,2,279577657.0,6.363523483276367
latin pop,pop reggaeton,2,162271994.0,4.6313276290893555
pop reggaeton,rap latina,2,162271994.0,2.2402262687683105
argentine hip hop,latin pop,2,162271994.0,4.582216262817383
latin pop,panamanian pop,2,162271994.0,4.267937183380127
conscious hip hop,gangster rap,2,157185148.5,0.563007652759552
panamanian pop,puerto rican pop,2,164723704.5,2.621903896331787
alternative r&b,house,2,257207724.0,2.755542755126953
alternative r&b,uk dance,2,257207724.0,6.001216411590576
florida rap,melodic rap,2,68064940.5,1.697155237197876
outlaw country,post-teen pop,2,9787327.0,4.134888648986816
contemporary country,uk pop,2,9787327.0,4.564675807952881
outlaw country,uk pop,2,9787327.0,4.485447406768799
atl hip hop,queens hip hop,2,6090404.0,2.888519048690796
atl hip hop,sudanese pop,2,6090404.0,2.489711046218872
conscious hip hop,queens hip hop,2,6090404.0,0.1622018963098526
conscious hip hop,sudanese pop,2,6090404.0,3.283236503601074
atl trap,queens hip hop,2,6090404.0,5.5853400230407715
atl trap,sudanese pop,2,6090404.0,4.531583309173584
southern hip hop,sudanese pop,2,6090404.0,2.4005250930786133
dance pop,emo rap,2,24828305.5,3.7459449768066406
emo rap,hip pop,2,24828305.5,6.231453895568848
emo rap,post-teen pop,2,24828305.5,2.247042655944824
emo rap,queens hip hop,2,24828305.5,7.766394138336182
pop rap,soundtrack,2,20930125.5,7.384548187255859
canadian contemporary r&b,soundtrack,2,20930125.5,4.522819995880127
canadian pop,soundtrack,2,20930125.5,5.620745658874512
dancehall,uk pop,2,22823839.0,6.875227928161621
nigerian hip hop,uk pop,2,22823839.0,6.423228740692139
nigerian pop,uk pop,2,22823839.0,6.0639967918396
dancehall,grime,2,22823839.0,5.02580451965332
grime,nigerian hip hop,2,22823839.0,4.707561016082764
nigerian hip hop,uk hip hop,2,22823839.0,4.620669841766357
grime,nigerian pop,2,22823839.0,4.501069068908691
nigerian pop,uk hip hop,2,22823839.0,4.414182186126709
album rock,dfw rap,2,94706093.5,5.8709869384765625
album rock,melodic rap,2,94706093.5,6.1410956382751465
birmingham metal,dfw rap,2,94706093.5,6.4954447746276855
birmingham metal,melodic rap,2,94706093.5,6.704922199249268
dfw rap,hard rock,2,94706093.5,5.480784893035889
hard rock,melodic rap,2,94706093.5,5.751331329345703
dfw rap,metal,2,94706093.5,5.448808670043945
melodic rap,metal,2,94706093.5,5.654281139373779
dfw rap,rock,2,94706093.5,5.70570707321167
melodic rap,rock,2,94706093.5,5.977574348449707
emo rap,reggaeton flow,2,61497217.0,6.910391330718994
emo rap,trap latino,2,61497217.0,7.082335948944092
rap sardegna,trap italiana,2,5278131.5,3.4960103034973145
bmore,electro house,2,67434402.0,5.6580657958984375
bmore,moombahton,2,67434402.0,5.325316905975342
bmore,pop rap,2,67434402.0,2.6115639209747314
electro house,moombahton,2,67434402.0,0.42969921231269836
moombahton,pop rap,2,67434402.0,6.8383564949035645
dancehall,uk contemporary r&b,2,29729007.0,5.372431755065918
nigerian hip hop,uk contemporary r&b,2,29729007.0,4.920407295227051
nigerian pop,uk contemporary r&b,2,29729007.0,4.561156749725342
etherpop,k-pop,2,140251639.0,6.967324256896973
indie poptimism,k-pop,2,140251639.0,1.0391145944595337
etherpop,k-pop boy group,2,140251639.0,7.014859199523926
indie poptimism,k-pop boy group,2,140251639.0,1.0741548538208008
baroque pop,dance pop,2,112457481.5,5.231352806091309
baroque pop,post-teen pop,2,112457481.5,6.454665660858154
dance pop,emo,2,112457481.5,4.917686939239502
emo,post-teen pop,2,112457481.5,5.951074600219727
conscious hip hop,uk pop,2,92890284.0,7.582232475280762
dark trap,pop rap,2,207055759.0,1.7163403034210205
emo,pop rap,2,121070872.0,6.455928325653076
pop punk,pop rap,2,121070872.0,7.1782331466674805
big room,emo,2,121070872.0,6.1051177978515625
edm,emo,2,121070872.0,5.93084192276001
emo,progressive house,2,121070872.0,5.8462138175964355
emo,tropical house,2,121070872.0,5.219797611236572
modern rock,progressive house,2,121070872.0,4.200940132141113
big room,pop punk,2,121070872.0,5.800248146057129
edm,pop punk,2,121070872.0,5.634860515594482
pop,pop punk,2,121070872.0,5.9849467277526855
pop punk,progressive house,2,121070872.0,5.454414367675781
pop punk,tropical house,2,121070872.0,5.125519752502441
pop rap,progressive house,2,121070872.0,7.176276683807373
cali rap,reggaeton flow,2,77713187.5,4.5666632652282715
gangster rap,reggaeton flow,2,77713187.5,3.420401096343994
cali rap,trap latino,2,77713187.5,4.80350923538208
gangster rap,trap latino,2,77713187.5,3.671062707901001
neo soul,post-teen pop,2,14542992.5,3.732789993286133
post-teen pop,uk contemporary r&b,2,14542992.5,1.211982250213623
pop rap,uk contemporary r&b,2,14542992.5,5.142181873321533
liquid funk,neo soul,2,14542992.5,4.923102855682373
neo soul,uk funky,2,14542992.5,1.4677656888961792
liquid funk,uk contemporary r&b,2,14542992.5,4.883112907409668
uk contemporary r&b,uk dance,2,14542992.5,2.8697636127471924
uk contemporary r&b,uk funky,2,14542992.5,2.652517080307007
dance pop,liquid funk,2,14542992.5,5.610114097595215
liquid funk,pop,2,14542992.5,5.7184038162231445
liquid funk,post-teen pop,2,14542992.5,5.797549247741699
liquid funk,tropical house,2,14542992.5,4.243683338165283
tropical house,uk funky,2,14542992.5,3.672987222671509
liquid funk,uk pop,2,14542992.5,6.230201721191406
uk funky,uk pop,2,14542992.5,4.155252933502197
liquid funk,pop rap,2,14542992.5,7.945748805999756
pop rap,uk funky,2,14542992.5,2.637340784072876
chicago rap,nyc rap,2,107911549.0,3.054896354675293
atl hip hop,electropop,2,38961459.0,5.740551948547363
atl hip hop,etherpop,2,38961459.0,6.658035755157471
atl hip hop,indie poptimism,2,38961459.0,5.842693328857422
etherpop,southern hip hop,2,38961459.0,6.924587249755859
etherpop,trap,2,38961459.0,6.857685565948486
dfw rap,electropop,2,38961459.0,6.625140190124512
dfw rap,etherpop,2,38961459.0,7.450080394744873
etherpop,melodic rap,2,38961459.0,7.71750020980835
dfw rap,indie poptimism,2,38961459.0,6.729597568511963
indie poptimism,melodic rap,2,38961459.0,7.034322261810303
dfw rap,post-teen pop,2,38961459.0,7.006221771240234
r&b,trap soul,2,50786869.5,3.5728700160980225
trap soul,urban contemporary,2,50786869.5,4.100941181182861
alternative r&b,chicago rap,2,17127235.5,2.2729721069335938
albanian hip hop,kosovan pop,2,7172189.0,2.865891933441162
electro house,trap latino,2,88437530.5,7.639998435974121
electro house,viral pop,2,88437530.5,3.948554754257202
reggaeton,viral pop,2,88437530.5,6.067592144012451
trap latino,viral pop,2,88437530.5,6.007911682128906
tropical,viral pop,2,88437530.5,5.4467902183532715
canadian contemporary r&b,canadian hip hop,2,8465075.0,4.9962944984436035
canadian hip hop,canadian pop,2,8465075.0,6.034648895263672
canadian contemporary r&b,melodic rap,2,8465075.0,5.0857439041137695
canadian contemporary r&b,toronto rap,2,8465075.0,5.124353885650635
canadian contemporary r&b,trap,2,8465075.0,4.12603235244751
pop rap,rap rock,2,21148918.5,6.191452980041504
rap,rap rock,2,21148918.5,6.122570991516113
british indie rock,rap,2,21148918.5,6.324482440948486
modern alternative rock,rap,2,21148918.5,6.220902442932129
country road,edm,2,38073341.0,2.8417322635650635
country road,electropop,2,66892990.0,3.0525765419006348
country road,tropical house,2,38073341.0,2.6003997325897217
hip hop,indietronica,2,12849994.5,5.56616735458374
indietronica,pop rap,2,12849994.5,5.01649808883667
indietronica,southern hip hop,2,12849994.5,4.943999290466309
indietronica,trap,2,12849994.5,4.990993976593018
art pop,rap,2,5687330.0,5.319714546203613
indie r&b,rap,2,5687330.0,2.31735897064209
indietronica,rap,2,5687330.0,4.950401782989502
rap,uk alternative pop,2,5687330.0,4.972925186157227
alternative r&b,r&b,2,25634682.0,2.3386363983154297
latin pop,latin viral pop,2,58052502.0,1.5938116312026978
latin pop,rap latina,2,58052502.0,4.3675079345703125
dance pop,dirty south rap,2,5156484.5,4.382643699645996
edm,hip hop,2,4931256.0,7.673160076141357
edm,southern hip hop,2,4931256.0,7.052723407745361
electronic trap,hip hop,2,4931256.0,7.489810466766357
electronic trap,southern hip hop,2,4931256.0,6.870091438293457
bachata,latin hip hop,2,101413468.5,4.0477986335754395
bachata,tropical,2,101413468.5,3.379474401473999
hip hop,indie pop rap,2,4777536.5,2.8911190032958984
indie pop rap,trap,2,5062370.0,0.9020076394081116
edm,eurodance,2,190687292.0,0.8844506740570068
eurodance,tropical house,2,190687292.0,1.645948052406311
chicago rap,r&b,2,13161993.5,3.477311372756958
chicago rap,urban contemporary,2,4496495.0,4.070404529571533
conscious hip hop,neo mellow,2,5746431.0,5.7827301025390625
conscious hip hop,neo soul,2,5746431.0,4.421231269836426
conscious hip hop,r&b,2,5746431.0,3.1101272106170654
electropop,progressive electro house,2,149351340.5,3.606245517730713
indie pop,pop,2,151919653.0,6.533547401428223
indie poptimism,progressive electro house,2,149351340.5,3.9258947372436523
indietronica,progressive electro house,2,149351340.5,2.2438793182373047
brostep,metropopolis,2,454133585.5,2.7397003173828125
metropopolis,progressive electro house,2,454133585.5,2.665416955947876
country rap,pop rap,2,46941806.0,0.9595109820365906
country rap,rap,2,46941806.0,0.9547964930534363
brostep,modern rock,2,323281820.0,4.481749534606934
modern alternative rock,progressive electro house,2,27772549.0,5.213905334472656
modern rock,progressive electro house,2,323281820.0,4.399835586547852
post-teen pop,rap latina,2,57084316.0,6.051305294036865
k-pop,latin viral pop,2,8297897.0,3.582932472229004
k-pop,rap latina,2,8297897.0,6.029179096221924
k-pop,reggaeton,2,8297897.0,6.729375839233398
latin viral pop,underground hip hop,2,10662332.0,4.949558734893799
rap latina,underground hip hop,2,10662332.0,2.926403522491455
reggaeton,underground hip hop,2,10662332.0,4.475189685821533
post-teen pop,underground hip hop,2,10662332.0,6.610116958618164
underground hip hop,video game music,2,10662332.0,7.72620964050293
k-pop,underground hip hop,2,10662332.0,6.5876946449279785
dancehall,modern reggae,2,4599461.0,0.6490610837936401
dancehall,reggae,2,4599461.0,1.0294537544250488
pop rap,reggae fusion,2,4599461.0,3.8382718563079834
reggae fusion,uk dancehall,2,4599461.0,0.36507365107536316
reggae fusion,uk hip hop,2,4599461.0,5.1003828048706055
dancehall,roots reggae,2,4599461.0,1.0159412622451782
emo rap,reggae fusion,2,4599461.0,6.954418659210205
miami hip hop,reggae fusion,2,4599461.0,3.7941198348999023
dancehall,emo rap,2,4599461.0,6.959129333496094
dancehall,miami hip hop,2,4599461.0,3.6176505088806152
