source,target,weight,avg_streams,hyperbolic_distance
canadian hip hop,rap,21,124633404.72222222,2.690075159072876
rap,toronto rap,21,108109521.05555557,3.3325512409210205
dirty south rap,hip hop,21,52686199.86666667,0.8478408455848694
queens hip hop,rap,21,57233780.78571428,1.7270785570144653
pop,urban contemporary,21,83385594.125,3.9111056327819824
pop,progressive house,21,120764969.3125,4.690971374511719
east coast hip hop,pop rap,21,36462872.9,1.5807310342788696
pop rap,urban contemporary,21,63821590.21428572,2.815795660018921
canadian pop,hip hop,21,88962311.33333333,5.673274517059326
moombahton,pop,20,58399449.3,4.095818042755127
australian pop,pop,20,68540082.91666667,0.7881399989128113
emo rap,pop rap,20,48864549.47058824,6.674498081207275
colombian pop,reggaeton,20,99226835.33333331,2.380012035369873
canadian pop,pop,20,76561527.58823529,1.1102725267410278
hip hop,r&b,20,37757953.1875,2.72749400138855
edm,rap,20,76327491.46666667,7.059203624725342
rap,underground hip hop,19,46397723.26666666,1.8852996826171875
edm,uk pop,19,158988100.13333333,4.942126750946045
conscious hip hop,pop,18,93504953.8,7.184624671936035
canadian hip hop,trap,18,120047927.6,1.1102386713027954
pop,tropical,18,88036004.07692307,6.058732509613037
alternative r&b,pop,18,173004859.92307693,5.957599639892578
hip pop,pop rap,18,35403109.18181818,0.5164247155189514
electropop,pop rap,18,79557950.23076923,5.95481014251709
edm,trap,18,54272478.07692308,7.105308532714844
dance pop,electro house,18,119338785.4,4.67236328125
german hip hop,hamburg hip hop,17,7616202.125,2.3843441009521484
atl trap,rap,17,37443981.38461538,4.046480178833008
hip pop,trap,17,52754753.23076923,1.68940007686615
pop,r&b,17,107019300.85714284,4.14255952835083
pop,viral pop,17,24168351.88235294,0.6119779944419861
pop rap,queens hip hop,17,38366806.5,1.5819634199142456
rap,tropical house,17,59236508.83333334,6.011630535125732
hip hop,miami hip hop,17,69640893.35714285,0.8585477471351624
post-teen pop,uk pop,17,122366559.93333334,0.6355648636817932
alternative hip hop,gangster rap,17,4285515.0,0.7486557960510254
bmore,pop,16,75250465.57142857,4.86866569519043
canadian pop,trap,16,141321033.58333334,5.159708023071289
toronto rap,trap,16,110621654.46153846,2.025839328765869
latin hip hop,puerto rican pop,16,140640896.9,3.602785587310791
electro house,post-teen pop,16,64009550.53333333,4.550042152404785
canadian pop,pop rap,16,102677143.7,5.135067939758301
latin pop,trap latino,16,123094493.1875,4.979231834411621
australian dance,pop,15,101885491.0,3.5564048290252686
queens hip hop,trap,15,61466683.45454545,3.2376699447631836
hollywood,show tunes,15,49155317.5,0.9249623417854309
conscious hip hop,trap,15,65858472.3,3.0788674354553223
atl hip hop,dance pop,15,101418205.14285716,4.171387672424316
hip hop,hip pop,15,25910062.818181816,0.9910491704940796
trap,tropical house,15,63384767.36363637,6.072160243988037
detroit hip hop,pop rap,15,46963407.5,1.5435444116592407
hip hop,urban contemporary,15,55510351.18181818,3.310289144515991
contemporary country,pop,14,121604874.46153846,4.070781230926514
hip pop,pop,14,41901549.5,5.798852920532227
dfw rap,trap,14,183330236.5,1.1963008642196655
emo rap,melodic rap,14,53368732.61538462,7.6437225341796875
latin hip hop,latin pop,14,108772211.92307691,4.918209075927734
rap,trap soul,14,121568894.54545456,3.9882924556732178
puerto rican pop,reggaeton flow,14,165958403.7142857,3.537154197692871
rap latina,reggaeton,14,140809248.14285713,2.249232530593872
dance pop,tropical,14,93206238.7,3.430210590362549
latin pop,pop,14,86814061.0,1.9876967668533325
pop,pop edm,14,91241227.1818182,4.156315803527832
trap,underground hip hop,14,46638477.76923077,0.3025292158126831
atl hip hop,post-teen pop,14,103216920.35714284,6.114615440368652
canadian pop,dance pop,14,68075316.5,1.9635288715362549
rap,west coast rap,13,71304910.33333333,1.3751566410064697
pop,queens hip hop,13,45123929.27272727,7.330262660980225
dirty south rap,southern hip hop,13,33912091.0,0.13964076340198517
latin pop,reggaeton flow,13,138452690.25,4.810988903045654
post-teen pop,tropical,13,100165643.77777778,6.129733085632324
dance pop,progressive house,13,130263572.7,4.747077465057373
big room,pop,13,94756190.3,4.612138748168945
canadian hip hop,pop rap,13,79838293.16666667,2.8332431316375732
conscious hip hop,southern hip hop,13,65730698.11111111,1.5428884029388428
hip hop,queens hip hop,13,30592490.777777776,0.8807339668273926
electropop,rap,13,56908480.54545455,5.891363620758057
detroit hip hop,rap,13,46816823.11111111,1.428687572479248
detroit hip hop,pop,13,52011658.1,7.2760796546936035
r&b,trap,13,34594197.666666664,2.4300618171691895
house,pop,13,141444151.88888893,6.116458415985107
alternative hip hop,southern hip hop,13,4285515.0,1.1375634670257568
chicago rap,southern hip hop,12,52804441.63636363,2.6821188926696777
hollywood,post-teen pop,12,81202383.71428572,6.654042720794678
puerto rican pop,trap latino,12,119373611.0,3.6832799911499023
dance pop,latin pop,12,92151451.77777778,1.107227087020874
dance pop,urban contemporary,12,60527350.7,1.7028697729110718
pop,progressive electro house,12,211886462.3,4.511877059936523
dance pop,pop edm,12,123974219.54545456,4.474834442138672
indie poptimism,pop,12,99239797.9,0.9972250461578369
big room,edm,12,117712707.57142857,0.2602538466453552
pop rap,reggaeton,12,246103300.375,3.461089611053467
hip hop,underground hip hop,12,52650313.88888889,2.800821542739868
deep german hip hop,german hip hop,12,7596997.4,0.7541362643241882
melodic rap,post-teen pop,12,116110898.25,7.3127665519714355
electro house,rap,12,61753966.66666666,7.108570098876953
detroit hip hop,hip hop,12,52160455.5,2.2536237239837646
trap,urban contemporary,12,64068043.88888889,3.025520086288452
atl trap,trap,12,12568446.777777778,2.849579334259033
philly rap,rap,12,23340935.0,1.3485832214355469
atl trap,pop rap,11,38401407.0,4.174356937408447
florida rap,rap,11,66994041.0,4.1451191902160645
canadian hip hop,pop,11,76520900.22222222,7.143291473388672
pop,puerto rican pop,11,122744210.625,4.392862319946289
post-teen pop,viral pop,11,26010506.0,0.6838178038597107
dance pop,viral pop,11,22567767.54545455,2.4371306896209717
big room,dance pop,11,119491098.22222222,4.811496734619141
big room,tropical house,11,117712707.57142857,2.6709632873535156
post-teen pop,reggaeton,11,117770266.8,6.75131893157959
chicago rap,hip hop,11,61933252.625,3.5854663848876953
electropop,trap,11,26165460.625,5.966034889221191
pop rap,toronto rap,11,59542211.2,3.4643030166625977
melodic rap,miami hip hop,11,71325203.54545455,3.2826874256134033
pop rap,uk pop,11,86275911.88888891,6.643588542938232
miami hip hop,southern hip hop,11,48819470.18181818,0.061999864876270294
pop rap,west coast rap,10,88636193.88888891,1.2239242792129517
dance pop,queens hip hop,10,43744546.88888889,5.368113040924072
hip pop,post-teen pop,10,40187761.8,5.872091293334961
dance pop,hip pop,10,44027128.44444445,3.8544974327087402
atl hip hop,dirty south rap,10,50182444.55555555,1.3687958717346191
colombian pop,tropical,10,78952632.3,3.4937314987182617
pop,toronto rap,10,41377957.625,7.278700351715088
bachata,reggaeton,10,86204695.16666667,4.153078079223633
tropical house,viral pop,10,29914347.0,2.150019407272339
contemporary country,dance pop,10,162386891.44444445,3.737513542175293
post-teen pop,show tunes,10,80375195.75,7.091972351074219
pop rap,underground hip hop,10,56396142.3,2.031092405319214
chicago rap,pop,10,64778195.0,7.2918782234191895
east coast hip hop,trap,10,27422728.0,3.235233783721924
dance pop,melodic rap,10,158871038.1,5.422901153564453
gangster rap,pop,10,106236367.14285716,6.8943281173706055
new orleans rap,pop rap,10,27023704.0,1.1852412223815918
edm,electro house,10,74766038.88888891,0.13876667618751526
electro house,pop rap,10,24790331.0,7.174261093139648
dirty south rap,pop,10,70933764.25,6.311506748199463
alternative r&b,pop rap,10,101506283.875,2.5612311363220215
dance pop,uk funky,10,154597084.375,1.6973316669464111
pop,uk funky,10,154597084.375,3.765235185623169
canadian hip hop,hip hop,10,64399797.11111111,3.5961050987243652
hip hop,toronto rap,10,64399797.11111111,4.198275089263916
electro house,tropical house,10,89225480.14285715,2.526614189147949
new orleans rap,rap,10,37090072.375,1.1046926975250244
dmv rap,hip hop,10,5699092.4,5.066871166229248
hardcore hip hop,pop rap,10,4098826.5,1.5041502714157104
post-teen pop,queens hip hop,9,43935805.11111111,7.403447151184082
moombahton,post-teen pop,9,61675856.55555555,4.17568826675415
dance pop,moombahton,9,72895778.28571428,4.323291778564453
australian pop,tropical house,9,68247198.33333333,1.8870997428894043
dfw rap,rap,9,191205384.375,2.683929681777954
atl hip hop,canadian hip hop,9,82900130.25,1.4507864713668823
atl hip hop,canadian pop,9,122247504.125,4.932171821594238
atl trap,hip hop,9,45840154.44444445,4.898388862609863
atl hip hop,toronto rap,9,82900130.25,2.2183661460876465
dance pop,hollywood,9,88240573.5,5.299659252166748
rap,trap latino,9,207607894.625,3.3215243816375732
colombian pop,latin pop,9,91231377.28571428,3.6068365573883057
latin pop,post-teen pop,9,105843968.5,2.0536386966705322
post-teen pop,urban contemporary,9,67267431.77777778,3.983367443084717
mexican pop,reggaeton,9,150211203.85714287,6.185695171356201
pop,trap latino,9,258104094.5,6.618862628936768
hip pop,southern hip hop,9,50270316.8,0.5082685351371765
queens hip hop,southern hip hop,9,50270316.8,1.7046687602996826
electro house,trap,9,63919646.375,7.154303550720215
canadian pop,edm,9,61158913.42857143,3.531057119369507
chicago rap,melodic rap,9,55186213.44444445,2.1185126304626465
miami hip hop,pop,9,82797155.0,6.180301666259766
canadian pop,southern hip hop,9,148629284.11111107,5.0655517578125
alternative r&b,dance pop,9,132989725.33333331,4.1686601638793945
trap argentino,trap latino,9,53036895.33333334,4.629881858825684
hip hop,new orleans rap,9,38354086.28571428,1.820016622543335
metropopolis,pop,9,103112680.0,3.525792360305786
german cloud rap,german hip hop,9,11518696.0,4.182919979095459
pop rap,trap soul,9,48984396.16666666,4.099787712097168
alternative r&b,hip hop,9,63175971.33333334,3.2637975215911865
conscious hip hop,east coast hip hop,9,4098826.5,0.16369356215000153
pop rap,uk dance,9,78667398.5,6.371482849121094
conscious hip hop,hardcore hip hop,9,4285515.0,0.0855555534362793
dmv rap,hardcore hip hop,9,4285515.0,5.679657459259033
atl hip hop,chicago rap,8,53105733.0,1.4370734691619873
australian pop,edm,8,72080389.625,3.7701327800750732
australian pop,post-teen pop,8,61935074.375,0.8643872141838074
pop rap,pop rock,8,124759643.875,5.537957191467285
pop rock,rap,8,124759643.875,5.467830657958984
movie tunes,show tunes,8,79932575.75,0.9834702014923096
dfw rap,pop rap,8,180174250.42857143,2.8224449157714844
latin viral pop,reggaeton,8,126799612.2,4.7728071212768555
dance pop,r&b,8,26325604.85714286,2.1228981018066406
dance pop,progressive electro house,8,198716643.0,4.713003158569336
pop edm,post-teen pop,8,100474772.25,4.2363128662109375
edm,viral pop,8,22770825.28571429,3.8833463191986084
edm,progressive house,8,68087797.4,1.6434326171875
alternative r&b,electropop,8,159398026.66666666,5.642675399780273
pop rap,trap latino,8,242841817.7142857,3.315563440322876
rap,reggaeton,8,283546201.1666667,3.464237928390503
dirty south rap,melodic rap,8,80316632.25,3.367112636566162
edm,pop edm,8,165127288.57142857,0.9729400277137756
pop edm,tropical house,8,164626756.0,2.0185868740081787
rap latina,trap latino,8,119189413.85714284,2.066725254058838
atl hip hop,conscious hip hop,8,82615465.42857143,2.729637861251831
downtempo,pop rap,8,17231505.25,6.452220439910889
canadian pop,tropical house,8,70767907.33333333,1.9122565984725952
tropical house,uk dance,8,104586513.0,1.6175553798675537
atl hip hop,miami hip hop,8,91609430.875,1.3050984144210815
cali rap,pop rap,8,42761594.0,1.5643986463546753
detroit hip hop,post-teen pop,8,29630195.0,7.349453449249268
alternative r&b,post-teen pop,8,189312300.8333333,6.03133487701416
florida rap,trap,8,66994041.0,2.9674153327941895
post-teen pop,uk funky,8,154597084.375,3.8379039764404297
argentine hip hop,trap argentino,8,53036895.33333334,1.9041070938110352
indie r&b,rap,8,45100035.8,2.31735897064209
hip hop,indie r&b,8,45100035.8,3.078674554824829
post-teen pop,progressive house,8,91688711.42857143,4.770513534545898
edm,hip hop,8,30473574.0,7.673160076141357
hip hop,tropical house,8,35737321.2,6.6209716796875
latin arena pop,reggaeton,8,133721749.0,6.690337657928467
dmv rap,rap,8,5699092.4,4.217231273651123
hip hop,trap soul,8,43246861.333333336,4.7809224128723145
dmv rap,east coast hip hop,8,4285515.0,5.749270915985107
contemporary country,tropical house,7,128326083.0,2.8909406661987305
bmore,dance pop,7,82973579.16666667,3.1676840782165527
australian pop,electropop,7,71561190.71428572,0.5894064903259277
dance pop,k-pop,7,33910827.428571425,3.0943424701690674
pop,pop rock,7,193698789.1428572,4.58774995803833
hollywood,movie tunes,7,79932575.75,0.9458141326904297
dfw rap,hip hop,7,184465259.3333333,3.573596239089966
emo rap,southern hip hop,7,23061955.71428572,6.603996276855469
bachata,reggaeton flow,7,93742075.75,4.0321855545043945
post-teen pop,puerto rican pop,7,152624783.5,4.464103698730469
indie poptimism,tropical house,7,76301162.42857143,1.8650593757629395
pop,talent show,7,40390809.28571428,0.04278755933046341
progressive house,tropical house,7,83872179.5,2.9822404384613037
mexican pop,tropical,7,134430541.83333334,5.489484786987305
latin hip hop,pop,7,89101547.16666667,6.559924125671387
dance pop,show tunes,7,94175846.0,5.722596168518066
show tunes,social media pop,7,94175846.0,7.577584743499756
canadian hip hop,dance pop,7,115879126.85714284,5.301502704620361
melodic rap,underground hip hop,7,33838121.85714286,1.830901861190796
memphis hip hop,trap,7,59515854.66666666,0.6384330987930298
contemporary country,post-teen pop,7,182335295.42857143,4.149266242980957
southern hip hop,underground hip hop,7,59061776.28571428,1.8995962142944336
hip hop,west coast rap,7,49206743.0,0.43896105885505676
dance pop,gangster rap,7,143872744.0,4.941779613494873
gangster rap,post-teen pop,7,144852917.0,6.967543125152588
electronic trap,pop rap,7,118682897.75,6.942085266113281
electro house,electropop,7,46837354.0,3.564218044281006
edm,toronto rap,7,84684036.0,8.08642292022705
detroit hip hop,gangster rap,7,38326594.4,2.424143075942993
g funk,hip hop,7,61096903.0,0.36605343222618103
g funk,rap,7,61096903.0,1.2624084949493408
canadian pop,post-teen pop,7,66850664.0,1.1830775737762451
dirty south rap,post-teen pop,7,79925900.57142857,6.384796619415283
pop,swedish pop,7,70474316.42857143,0.7361484169960022
detroit hip hop,southern hip hop,7,42561030.25,1.452933430671692
detroit hip hop,trap,7,29450908.0,1.9110828638076782
atl hip hop,gangster rap,7,55145169.0,2.3049163818359375
cali rap,rap,7,42761594.0,1.4982819557189941
dance pop,detroit hip hop,7,33466509.6,5.373483180999756
g funk,pop,7,59943957.33333334,6.988951206207275
florida rap,pop rap,7,66994041.0,4.272329330444336
philly rap,trap,7,15381863.0,2.1411030292510986
philly rap,pop rap,7,22336783.666666668,1.4352424144744873
deep big room,tropical house,7,118049506.4,3.2227041721343994
edm,southern hip hop,7,21604230.33333333,7.052723407745361
pop rap,progressive house,7,26319890.16666667,7.176276683807373
southern hip hop,tropical house,7,25094108.8,6.004952907562256
trap,trap soul,7,45645973.8,3.230539083480835
latin arena pop,tropical,7,109054883.25,6.069010257720947
dance pop,trap latino,7,172073010.2,4.523663520812988
r&b,southern hip hop,7,18419298.2,2.1631007194519043
reggaeton,trap argentino,7,109321308.0,4.744138717651367
alternative r&b,rap,7,63175971.33333334,2.441843271255493
canadian hip hop,southern hip hop,7,144089590.85714287,2.703115940093994
southern hip hop,toronto rap,7,144089590.85714287,3.3413314819335938
contemporary country,electropop,6,96937166.66666669,3.3871266841888428
bmore,post-teen pop,6,82973579.16666667,4.94266939163208
australian dance,edm,6,89076101.5,0.8923673033714294
australian dance,tropical house,6,89076101.5,1.550614356994629
atl hip hop,dfw rap,6,184308535.0,1.4801957607269287
emo rap,pop,6,89059562.8,2.1727890968322754
melodic rap,trap soul,6,214488507.0,3.2611243724823
latin viral pop,tropical,6,135221986.25,3.3737125396728516
rap latina,tropical,6,177962749.0,5.045332431793213
new jersey rap,rap,6,11754822.666666664,1.0207077264785767
dance pop,puerto rican pop,6,195360939.75,1.8478281497955322
brostep,pop,6,280882706.5,4.612177848815918
post-teen pop,progressive electro house,6,200820742.0,4.591704845428467
bachata,trap latino,6,88975782.83333333,4.150949478149414
dance pop,indie poptimism,6,51128635.16666666,3.005718469619751
electropop,indie poptimism,6,127136539.33333331,0.4503194987773895
indie poptimism,post-teen pop,6,115504878.83333331,1.0690639019012451
dance pop,talent show,6,45653777.0,3.082345485687256
post-teen pop,talent show,6,45653777.0,0.03664182499051094
electropop,viral pop,6,28314332.33333333,1.1081379652023315
dance pop,rap latina,6,67411403.75,3.971574068069458
hollywood,social media pop,6,94175846.0,7.140205383300781
gangster rap,melodic rap,6,40956005.833333336,4.246870040893555
crunk,trap,6,74780826.5,1.8567416667938232
funk carioca,reggaeton,6,132930102.0,0.5786129236221313
trap,west coast rap,6,63309028.6,2.9376955032348633
electronic trap,pop,6,98035499.4,4.1088151931762695
downtempo,rap,6,17231505.25,6.373656272888184
canadian hip hop,edm,6,104611803.75,7.969302654266357
edm,melodic rap,6,120855721.25,8.04931926727295
dance pop,toronto rap,6,75581574.5,5.466457843780518
electro house,toronto rap,6,84684036.0,8.135144233703613
g funk,pop rap,6,51852996.16666666,1.1131885051727295
australian pop,dance pop,6,88441961.66666667,2.805588483810425
electropop,uk dance,6,48269162.83333334,2.674060106277466
chicago rap,miami hip hop,6,106327990.5,2.7345049381256104
miami hip hop,post-teen pop,6,91778050.16666669,6.253586769104004
emo rap,miami hip hop,6,95329559.4,6.609771251678467
swedish pop,tropical house,6,64431471.66666666,1.924151062965393
etherpop,pop,6,183615635.25,6.915397644042969
florida rap,hip hop,6,77579107.16666667,4.99464750289917
country,dance pop,6,142146027.6,2.923952102661133
country road,dance pop,6,142146027.6,3.343851327896118
country,pop,6,142146027.6,4.1394429206848145
country road,pop,6,142146027.6,3.717757225036621
dmv rap,pop,6,68158501.4,7.966831684112549
latin pop,pop rap,6,112018888.75,4.659162998199463
hip hop,philly rap,6,24730139.6,2.0786662101745605
indie r&b,pop rap,6,54109005.5,2.4201371669769287
conscious hip hop,gangster rap,6,63369950.66666666,0.563007652759552
indie pop rap,rap,6,75324632.33333333,1.955100178718567
deep big room,edm,6,118049506.4,1.1005021333694458
deep big room,pop,6,56308586.75,5.081130504608154
progressive electro house,tropical house,6,205881900.5,2.5692646503448486
dance pop,metropopolis,6,30189051.5,3.1996192932128906
candy pop,pop,6,38501292.333333336,5.1231818199157715
big room,rap,6,136924529.33333334,7.246044635772705
atl hip hop,r&b,6,48281905.4,2.1730659008026123
dmv rap,southern hip hop,6,5976400.75,4.224607467651367
dance pop,house,6,218899630.0,4.490482330322266
house,post-teen pop,6,112153194.6,6.1907196044921875
argentine hip hop,reggaeton,6,109321308.0,3.7592525482177734
pop,trap soul,6,65333460.25,7.04254674911499
uk dance,uk pop,6,259814948.16666663,4.135476112365723
argentine hip hop,trap latino,6,60825643.0,3.628143548965454
house,pop rap,6,26508063.0,4.156634330749512
house,rap,6,93042607.2,4.06282901763916
alternative r&b,trap,6,63216342.0,1.526896595954895
pop,west coast rap,5,142112123.0,7.174515247344971
australian dance,electropop,5,85676909.0,2.627326250076294
australian dance,post-teen pop,5,85676909.0,3.636321783065796
dance pop,k-pop boy group,5,19317900.4,3.1407060623168945
atl trap,canadian hip hop,5,74094886.2,2.8424947261810303
atl trap,toronto rap,5,74094886.2,1.212928295135498
rap,reggaeton flow,5,62335819.75,3.082984685897827
reggaeton flow,trap,5,62335819.75,3.8356285095214844
trap,trap latino,5,62335819.75,4.058088302612305
dfw rap,southern hip hop,5,159643880.8,2.6950695514678955
melodic rap,r&b,5,184383571.4,3.528287172317505
latin pop,rap latina,5,128176282.8,4.3675079345703125
bachata,latin hip hop,5,89585444.25,4.0477986335754395
bachata,tropical,5,89585444.25,3.379474401473999
post-teen pop,r&b,5,26950117.25,4.215480327606201
pop rap,viral pop,5,29215183.4,5.634632110595703
edm,indie poptimism,5,56295282.4,3.814321756362915
colombian pop,trap latino,5,115491251.6,2.397047519683838
edm,reggaeton,5,157208526.4,7.6538262367248535
dance pop,dancehall,5,76638329.5,4.343510150909424
canadian hip hop,post-teen pop,5,87503786.8,7.216859340667725
complextro,pop,5,159666102.6,4.414950370788574
german techno,pop,5,159666102.6,6.686980724334717
canadian pop,electro house,5,89331216.4,3.5941848754882812
latin viral pop,trap latino,5,96531844.2,4.72383975982666
drill,rap,5,39977902.25,3.2023327350616455
drill,trap,5,39977902.25,1.6230347156524658
conscious hip hop,melodic rap,5,78496784.2,4.644807815551758
colombian pop,latin hip hop,5,67666614.8,2.279974937438965
new orleans rap,pop,5,22762024.75,7.127136707305908
downtempo,trap,5,17231505.25,6.238856792449951
electropop,melodic rap,5,20303942.6,6.928966999053955
canadian hip hop,electro house,5,104611803.75,8.018197059631348
moombahton,trap,5,39272523.0,6.8193745613098145
toronto rap,tropical house,5,84684036.0,7.06380558013916
conscious hip hop,dance pop,5,107827550.8,5.22351598739624
canadian pop,conscious hip hop,5,143959805.8,6.074872970581055
edm,swedish pop,5,76263119.2,3.796046018600464
gangster rap,hip pop,5,37044933.0,1.1124688386917114
cali rap,hip hop,5,55333780.33333334,2.1501240730285645
rap,uk pop,5,84250297.0,6.581333160400391
atl hip hop,florida rap,5,77919663.2,3.1018075942993164
florida rap,southern hip hop,5,77919663.2,4.152486801147461
