source,target,weight,avg_streams,hyperbolic_distance
melodic rap,toronto rap,4,63887651.25,0.2982255518436432
east coast hip hop,southern hip hop,4,12999907.5,1.7032444477081299
dance pop,east coast hip hop,4,3138668.0,5.363446235656738
dance pop,indie pop rap,4,23998247.25,5.1649932861328125
dance pop,danish pop,4,138909456.0,0.48401522636413574
electro house,indie poptimism,4,92968161.5,3.883991003036499
danish pop,tropical house,4,107168479.0,3.077934503555298
indie pop,tropical house,4,107168479.0,5.997582912445068
house,r&b,4,32074115.5,3.0453128814697266
progressive house,r&b,4,32074115.5,5.15564489364624
r&b,uk dance,4,32074115.5,4.337860584259033
dirty south rap,urban contemporary,4,119629099.25,2.8907229900360107
gangster rap,post-teen pop,4,152129459.0,6.967543125152588
queens hip hop,southern hip hop,4,159876095.5,1.7046687602996826
rap latina,reggaeton,4,120909009.0,2.249232530593872
house,tropical house,4,65294833.5,5.8241777420043945
girl group,pop rap,4,53728474.5,4.510245323181152
pop rap,talent show,4,53728474.5,6.284097194671631
g funk,post-teen pop,4,19122140.25,7.062155723571777
g funk,r&b,4,20010266.75,2.922816038131714
perreo,tropical,4,29487182.33333333,5.905367851257324
alternative r&b,edm,4,121745996.0,6.751245021820068
alternative r&b,electro house,4,121745996.0,6.799835681915283
alternative r&b,house,4,121745996.0,2.755542755126953
alternative r&b,progressive house,4,121745996.0,6.791180610656738
alternative r&b,uk dance,4,121745996.0,6.001216411590576
edm,modern alternative rock,4,48467815.0,5.1389007568359375
modern alternative rock,tropical house,4,48467815.0,4.540290355682373
complextro,dance pop,4,202759603.75,4.614469051361084
dance pop,german techno,4,202759603.75,5.29717493057251
complextro,pop,4,202759603.75,4.414950370788574
german techno,pop,4,202759603.75,6.686980724334717
complextro,post-teen pop,4,202759603.75,4.494772434234619
german techno,post-teen pop,4,202759603.75,6.7620158195495605
canadian hip hop,urban contemporary,4,34713287.25,3.943692207336426
toronto rap,urban contemporary,4,34713287.25,4.156108379364014
pop rap,uk hip hop,4,20810134.25,1.5375957489013672
rap,uk hip hop,4,20810134.25,1.4257968664169312
canadian contemporary r&b,pop,4,246172362.75,2.2252933979034424
post-teen pop,progressive electro house,4,104898922.0,4.591704845428467
hip hop,underground hip hop,4,13605954.75,2.800821542739868
southern hip hop,underground hip hop,4,13605954.75,1.8995962142944336
pop,west coast rap,4,126870173.5,7.174515247344971
philly rap,pop rap,4,99102694.5,1.4352424144744873
electropop,pop edm,4,25715679.75,3.196532964706421
deep german hip hop,german hip hop,4,3282104.0,0.7541362643241882
deep german hip hop,hamburg hip hop,4,3282104.0,1.9465101957321167
brazilian edm,pop nacional,4,198292351.0,4.838559627532959
funk carioca,funk das antigas,4,30891003.0,2.135164260864258
funk carioca,pagode baiano,4,30891003.0,5.784236431121826
funk carioca,pop nacional,4,30891003.0,3.9998252391815186
detroit hip hop,funk carioca,4,19841194.0,5.285893440246582
mexican pop,reggaeton,4,116797665.75,6.185695171356201
mexican pop,tropical,4,98463713.0,5.489484786987305
electronic trap,tropical house,4,36258410.333333336,2.0221951007843018
cubaton,dance pop,4,135516787.0,4.326138973236084
cubaton,tropical,4,191755330.5,4.735767841339111
cubaton,reggaeton,4,191755330.5,3.130086660385132
pop edm,viral pop,4,131739942.75,3.647853374481201
moombahton,post-teen pop,4,157413587.25,4.17568826675415
australian dance,dance pop,4,88628144.0,3.822821855545044
australian dance,pop,4,88628144.0,3.5564048290252686
g funk,rap,4,32384768.0,1.2624084949493408
rap,uk pop,4,46180235.75,6.581333160400391
electronic trap,post-teen pop,4,111709401.0,4.188777446746826
dance pop,deep big room,4,29536345.0,5.2285542488098145
deep big room,tropical house,4,29536345.0,3.2227041721343994
dance pop,dutch house,4,24489606.33333333,4.764693737030029
dutch house,pop,4,24489606.33333333,4.565512180328369
edm,metropopolis,4,76075337.0,2.6022274494171143
dutch house,edm,4,24489606.33333333,0.22487285733222961
big room,pop rap,4,79166627.5,7.311744689941406
melodic rap,r&b,4,8207575.666666668,3.528287172317505
memphis hip hop,rap,4,10411092.0,2.1673243045806885
latin pop,pop rap,4,22127215.0,4.659162998199463
melodic rap,tropical house,4,154262863.25,7.025799751281738
dance pop,pop rock,4,78393613.0,3.7846920490264893
hip hop,pittsburgh rap,4,43704338.5,3.685178279876709
swedish pop,tropical house,4,163215133.75,1.924151062965393
alternative hip hop,conscious hip hop,4,4818951.0,0.7692939639091492
funk carioca,reggaeton,4,46070998.33333334,0.5786129236221313
hip pop,post-teen pop,4,207615302.25,5.872091293334961
post-teen pop,queens hip hop,4,207615302.25,7.403447151184082
pop,swedish electropop,4,121229780.25,2.9278295040130615
latin arena pop,tropical,4,67532331.0,6.069010257720947
deep house,pop,4,108448716.0,6.124948978424072
pop rock,southern hip hop,4,102382668.66666669,5.462157249450684
post-teen pop,uk funky,4,255281634.75,3.8379039764404297
dance pop,uk funky,4,336097671.0,1.6973316669464111
belgian edm,pop,4,33655309.0,3.6757194995880127
dmv rap,pop rap,4,43784234.0,4.344470500946045
dmv rap,trap,4,43784234.0,3.0383973121643066
hip hop,trap soul,4,89013708.5,4.7809224128723145
rap,trap soul,4,89013708.5,3.9882924556732178
trap,trap soul,4,89013708.5,3.230539083480835
modern rock,southern hip hop,4,84323037.0,5.328861236572266
rock,southern hip hop,4,84323037.0,5.155616283416748
post-teen pop,uk dancehall,3,20480350.0,6.445676803588867
edm,uk dancehall,3,20480350.0,7.3870062828063965
edm,uk hip hop,3,20480350.0,8.155688285827637
dancehall,house,3,20480350.0,5.367093086242676
house,uk dancehall,3,20480350.0,5.37351131439209
house,uk hip hop,3,20480350.0,5.005706310272217
tropical house,uk dancehall,3,20480350.0,6.2921319007873535
tropical house,uk hip hop,3,20480350.0,7.113126754760742
uk dance,uk dancehall,3,20480350.0,6.628833293914795
uk dance,uk hip hop,3,20480350.0,7.402957439422607
alternative r&b,art pop,3,27924816.66666667,4.790288925170898
alternative r&b,metropopolis,3,27924816.66666667,5.002957820892334
alternative r&b,nz pop,3,27924816.66666667,5.525771141052246
alternative r&b,dfw rap,3,27924816.66666667,1.5527538061141968
alternative r&b,melodic rap,3,27924816.66666667,1.555448055267334
art pop,dfw rap,3,27924816.66666667,5.86152982711792
art pop,melodic rap,3,27924816.66666667,6.132816791534424
dance pop,dfw rap,3,27924816.66666667,5.1014533042907715
dfw rap,electropop,3,27924816.66666667,6.625140190124512
dfw rap,metropopolis,3,27924816.66666667,6.0165557861328125
melodic rap,metropopolis,3,27924816.66666667,6.309125900268555
dfw rap,nz pop,3,27924816.66666667,6.502910614013672
melodic rap,nz pop,3,27924816.66666667,6.808647155761719
dfw rap,post-teen pop,3,27924816.66666667,7.006221771240234
nz pop,pop rap,3,27924816.66666667,5.819991588592529
art pop,east coast hip hop,3,4190764.0,6.531723499298096
art pop,southern hip hop,3,4190764.0,5.314627170562744
conscious hip hop,miami hip hop,3,192731491.3333333,1.4812939167022705
chicago rap,post-teen pop,3,192731491.3333333,7.365419387817383
chicago rap,melodic rap,3,192731491.3333333,2.1185126304626465
dirty south rap,new orleans rap,3,192731491.3333333,1.0738006830215454
new orleans rap,urban contemporary,3,192731491.3333333,3.7491888999938965
atl trap,canadian pop,3,21093397.666666668,6.715350151062012
canadian hip hop,gangster rap,3,28115578.0,3.7470388412475586
hip hop,indie poptimism,3,21707190.666666668,6.593653678894043
electropop,indie pop rap,3,28484466.66666667,6.736369609832764
danish pop,moombahton,3,105646126.66666669,4.009847164154053
electropop,moombahton,3,105646126.66666669,3.179582118988037
indie pop,moombahton,3,105646126.66666669,6.529618263244629
indie poptimism,moombahton,3,105646126.66666669,3.5030553340911865
moombahton,tropical house,3,105646126.66666669,2.11928653717041
indie pop,pop rap,3,105350178.0,6.60674524307251
boy band,dance pop,3,97744280.33333331,2.930306911468506
boy band,pop,3,97744280.33333331,0.11528632789850235
miami hip hop,urban contemporary,3,154750174.66666666,2.756654977798462
dance pop,memphis hip hop,3,34587651.0,4.716159343719482
memphis hip hop,pop,3,34587651.0,6.556923866271973
atl hip hop,detroit hip hop,3,6162047.333333332,1.652847170829773
latin pop,puerto rican pop,3,72515516.33333333,2.6165826320648193
rap latina,trap latino,3,112607439.33333331,2.066725254058838
dance pop,uk contemporary r&b,3,116727599.33333331,1.9019719362258911
edm,uk contemporary r&b,3,116727599.33333331,3.6687159538269043
pop,uk contemporary r&b,3,116727599.33333331,1.1434849500656128
tropical house,uk contemporary r&b,3,116727599.33333331,2.072462320327759
uk contemporary r&b,uk dance,3,116727599.33333331,2.8697636127471924
girl group,hip hop,3,67193899.33333333,5.029079437255859
girl group,rap,3,33508535.33333333,4.453792095184326
girl group,southern hip hop,3,67193899.33333333,4.445713996887207
girl group,trap,3,67193899.33333333,4.61473274230957
hip hop,talent show,3,67193899.33333333,6.8224053382873535
rap,talent show,3,33508535.33333333,6.221590995788574
southern hip hop,talent show,3,67193899.33333333,6.214553356170654
talent show,trap,3,67193899.33333333,6.30816125869751
southern hip hop,viral pop,3,67193899.33333333,5.565112590789795
trap,viral pop,3,67193899.33333333,5.659129619598389
dance pop,g funk,3,23509589.33333333,5.032987594604492
dance pop,neo soul,3,132721397.33333331,2.3045825958251953
neo soul,pop,3,132721397.33333331,3.657780408859253
grime,hip hop,3,24181487.66666667,2.3224658966064453
hip hop,uk hip hop,3,24181487.66666667,2.240705966949463
grime,pop rap,3,24181487.66666667,1.6220818758010864
grime,rap,3,24181487.66666667,1.5111708641052246
indie pop,rap,3,43203426.333333336,6.532375812530518
indietronica,rap,3,43203426.333333336,4.950401782989502
atl hip hop,dfw rap,3,372250735.0,1.4801957607269287
dfw rap,trap,3,372250735.0,1.1963008642196655
contemporary country,tropical house,3,59894982.66666666,2.8909406661987305
country,tropical house,3,59894982.66666666,3.6565544605255127
country pop,tropical house,3,59894982.66666666,3.407641887664795
country road,tropical house,3,59894982.66666666,2.6003997325897217
modern country rock,tropical house,3,59894982.66666666,3.5680716037750244
contemporary country,post-teen pop,3,100311204.33333331,4.149266242980957
country,post-teen pop,3,100311204.33333331,4.215007305145264
country pop,post-teen pop,3,100311204.33333331,4.672122955322266
country road,post-teen pop,3,100311204.33333331,3.7960915565490723
modern country rock,post-teen pop,3,100311204.33333331,4.835875511169434
modern alternative rock,post-teen pop,3,69207057.66666667,5.392849922180176
champeta,colombian pop,3,71087037.66666667,1.39100182056427
colombian pop,vallenato,3,71087037.66666667,4.017432689666748
electropop,nyc pop,3,18061275.666666668,0.7242569923400879
nyc pop,pop,3,18061275.666666668,0.6539102792739868
nyc pop,tropical house,3,18061275.666666668,1.9829059839248657
atl hip hop,east coast hip hop,3,5312081.0,2.886103391647339
east coast hip hop,underground hip hop,3,17079008.333333332,3.5358951091766357
art pop,underground hip hop,3,5440042.0,5.519470691680908
latin hip hop,post-teen pop,3,308858994.6666667,6.632665634155273
indie electropop,pop,3,48283543.0,1.9834368228912354
indie electropop,tropical house,3,48283543.0,1.4741986989974976
philly rap,rap,3,141876707.33333334,1.3485832214355469
philly rap,trap,3,141876707.33333334,2.1411030292510986
afrofuturismo brasileiro,funk carioca,3,19841194.0,2.3902878761291504
bass trap,funk carioca,3,19841194.0,7.623229026794434
electronic trap,funk carioca,3,19841194.0,8.019530296325684
edm,toronto rap,3,69687835.0,8.08642292022705
latin viral pop,reggaeton,3,90276144.66666669,4.7728071212768555
edm,electronic trap,3,36258410.333333336,0.733296811580658
electro house,electronic trap,3,36258410.333333336,0.8661670088768005
dance pop,reggaeton flow,3,139113872.33333334,4.360280990600586
cubaton,latin hip hop,3,191755330.5,3.04400897026062
cubaton,reggaeton flow,3,191755330.5,3.1288564205169678
latin hip hop,mexican pop,3,126150162.33333331,6.067269325256348
pop,reggaeton flow,3,139113872.33333334,6.448336124420166
edm,house,3,4312178.333333333,6.801046848297119
post-teen pop,viral pop,3,173755615.66666666,0.6838178038597107
indie poptimism,post-teen pop,3,83592038.66666667,1.0690639019012451
conscious hip hop,rock,3,65004487.5,6.22859001159668
big room,viral pop,3,99267881.33333331,4.090226173400879
dancehall,reggaeton,3,30584062.0,1.3071056604385376
bachata,latin hip hop,3,95106772.0,4.0477986335754395
bachata,tropical,3,95106772.0,3.379474401473999
big room,electro house,3,21785026.0,0.14393110573291779
detroit hip hop,urban contemporary,3,5799432.666666668,3.9200632572174072
g funk,pop rap,3,32384768.0,1.1131885051727295
edm,uk dance,3,157083221.66666666,0.8258477449417114
electro house,uk dance,3,32551639.0,0.9091757535934448
trap,uk pop,3,43109372.66666666,6.671063423156738
deep big room,pop,3,26828669.0,5.081130504608154
electropop,progressive house,3,168788918.33333334,3.8499648571014404
metropopolis,tropical house,3,111340225.5,2.3735368251800537
deep big room,edm,3,29536345.0,1.1005021333694458
big room,rap,3,33592643.333333336,7.246044635772705
big room,southern hip hop,3,33592643.333333336,7.2395710945129395
big room,trap,3,33592643.333333336,7.291660308837891
electropop,southern hip hop,3,35165012.333333336,5.884490966796875
dance pop,funk das antigas,3,19186790.666666668,3.950403928756714
dance pop,pagode baiano,3,19186790.666666668,3.911224365234375
funk das antigas,pop,3,19186790.666666668,6.109251022338867
pagode baiano,pop,3,19186790.666666668,6.417020320892334
edm,funk carioca,3,26813158.0,8.20757007598877
electro house,funk carioca,3,26813158.0,8.257792472839355
funk carioca,tropical house,3,26813158.0,7.1264262199401855
cubaton,pop rap,3,64710671.0,4.377007961273193
electro house,melodic rap,3,74298092.33333333,8.098064422607422
pop rap,trap queen,3,74783182.5,0.7240442633628845
miami hip hop,reggaeton,3,124367992.0,3.424962043762207
post-teen pop,swedish pop,3,179361531.0,0.8126932382583618
deep tropical house,pop,3,78499118.0,2.6217923164367676
deep tropical house,post-teen pop,3,78499118.0,2.701814889907837
big room,swedish pop,3,72794082.33333333,4.006402492523193
moombahton,pop rap,3,182128065.0,6.8383564949035645
moombahton,rap,3,182128065.0,6.772735118865967
rap,west coast rap,3,30070549.33333333,1.3751566410064697
big room,uk pop,3,227168036.3333333,5.149317264556885
alternative hip hop,hip hop,3,4818951.0,0.7604468464851379
alternative hip hop,rap,3,4818951.0,1.1619281768798828
electro latino,pop rap,3,21670972.5,3.5593478679656982
dutch house,electro house,3,17067845.0,0.10121835768222809
dutch pop,edm,3,24700472.0,3.046092987060547
dutch pop,pop,3,24700472.0,3.072326898574829
dutch pop,tropical house,3,24700472.0,2.327075958251953
rap,reggaeton,3,7238987.5,3.464237928390503
reggaeton,southern hip hop,3,7238987.5,3.447653293609619
reggaeton,trap,3,7238987.5,4.179756164550781
barbadian pop,pop,3,282868534.5,3.366121530532837
barbadian pop,trap,3,282564974.0,4.093926906585693
g funk,hip hop,3,45597255.5,0.36605343222618103
australian dance,post-teen pop,3,108422244.33333331,3.636321783065796
dance pop,downtempo,3,21304205.0,5.663938045501709
downtempo,pop,3,21304205.0,6.998285293579102
downtempo,post-teen pop,3,21304205.0,7.0735039710998535
edm,swedish electropop,3,157749451.0,1.9014068841934204
australian pop,pop,3,191114574.0,0.7881399989128113
contemporary country,country road,3,13617013.0,0.42061710357666016
uk funky,uk pop,3,310965427.6666667,4.155252933502197
dance pop,indietronica,3,15912847.666666664,2.623521327972412
dancehall,uk pop,3,188801774.66666663,6.875227928161621
belgian edm,edm,3,33655309.0,0.7373233437538147
belgian edm,tropical house,3,33655309.0,1.7649672031402588
canadian contemporary r&b,melodic rap,3,6020290.333333332,5.0857439041137695
conscious hip hop,east coast hip hop,3,3372475.0,0.16369356215000153
dmv rap,rap,3,43784234.0,4.217231273651123
deep euro house,pop,3,139964934.0,8.322759628295898
german dance,pop,3,139964934.0,4.09331750869751
edm,pop rock,3,94162741.33333331,4.4463791847229
pop rock,tropical house,3,94162741.33333331,3.828253984451294
modern alternative rock,trap,3,84323037.0,6.207845211029053
stomp pop,trap,3,84323037.0,7.136833190917969
latin arena pop,reggaeton,3,67574150.0,6.690337657928467
perreo,reggaeton flow,3,15156683.0,0.7995507717132568
atl trap,canadian hip hop,2,28115578.0,2.8424947261810303
atl trap,toronto rap,2,28115578.0,1.212928295135498
canadian contemporary r&b,electro,2,444866486.5,5.011058807373047
canadian pop,electro,2,444866486.5,6.136500835418701
electro,pop,2,444866486.5,7.233895778656006
canadian contemporary r&b,filter house,2,444866486.5,1.107326865196228
canadian pop,filter house,2,444866486.5,1.6914584636688232
filter house,pop,2,444866486.5,2.646350383758545
east coast hip hop,indie pop rap,2,52309113.0,3.661900043487549
hip hop,indie pop rap,2,52309113.0,2.8911190032958984
indie pop rap,southern hip hop,2,52309113.0,1.9742249250411987
indie pop rap,trap,2,52309113.0,0.9020076394081116
east coast hip hop,post-teen pop,2,3138668.0,7.398898601531982
east coast hip hop,r&b,2,3138668.0,3.2493889331817627
dirty south rap,east coast hip hop,2,3138668.0,1.6651417016983032
east coast hip hop,miami hip hop,2,3138668.0,1.641592264175415
east coast hip hop,urban contemporary,2,3138668.0,3.822777032852173
etherpop,hip hop,2,30862394.0,7.5787434577941895
etherpop,indie pop rap,2,30862394.0,7.654573440551758
indie pop rap,indie poptimism,2,30862394.0,6.838430404663086
etherpop,pop rap,2,30862394.0,7.003773212432861
etherpop,rap,2,30862394.0,6.929488658905029
danish pop,electro house,2,152496416.0,4.356435775756836
electro house,indie pop,2,152496416.0,6.849308967590332
danish pop,pop rap,2,152496416.0,3.8374671936035156
boy band,girl group,2,55088751.0,3.1696114540100098
boy band,post-teen pop,2,55088751.0,0.18722642958164215
boy band,talent show,2,55088751.0,0.15294399857521057
boy band,uk pop,2,55088751.0,0.7184101343154907
girl group,latin pop,2,55088751.0,1.3322306871414185
latin pop,talent show,2,55088751.0,2.023282051086426
latin pop,uk pop,2,55088751.0,2.293107271194458
girl group,reggaeton,2,55088751.0,4.752283096313477
reggaeton,talent show,2,55088751.0,6.717782497406006
reggaeton,uk pop,2,55088751.0,7.069475173950195
girl group,tropical,2,55088751.0,3.4914324283599854
talent show,tropical,2,55088751.0,6.09701681137085
tropical,uk pop,2,55088751.0,6.424860954284668
detroit hip hop,edm,2,207836114.0,8.138689041137695
detroit hip hop,electro house,2,207836114.0,8.187922477722168
detroit hip hop,house,2,207836114.0,4.983676433563232
detroit hip hop,progressive house,2,207836114.0,8.187787055969238
detroit hip hop,tropical house,2,207836114.0,7.096301555633545
detroit hip hop,uk dance,2,207836114.0,7.385977268218994
dirty south rap,edm,2,5775089.0,7.189788341522217
edm,miami hip hop,2,5775089.0,7.059426784515381
dirty south rap,electro house,2,5775089.0,7.239165782928467
electro house,miami hip hop,2,5775089.0,7.10881233215332
dirty south rap,house,2,5775089.0,4.201348304748535
house,miami hip hop,2,5775089.0,4.082254886627197
dirty south rap,progressive house,2,5775089.0,7.240941047668457
miami hip hop,progressive house,2,5775089.0,7.11069393157959
dirty south rap,tropical house,2,5775089.0,6.141806125640869
miami hip hop,tropical house,2,5775089.0,6.011137962341309
dirty south rap,uk dance,2,5775089.0,6.4364800453186035
miami hip hop,uk dance,2,5775089.0,6.306085586547852
chicago rap,edm,2,5775089.0,8.123007774353027
chicago rap,electro house,2,5775089.0,8.17194938659668
chicago rap,house,2,5775089.0,4.606185436248779
chicago rap,progressive house,2,5775089.0,8.167951583862305
chicago rap,tropical house,2,5775089.0,7.091911315917969
chicago rap,uk dance,2,5775089.0,7.371508598327637
dirty south rap,hip pop,2,43093100.0,0.6144105792045593
gangster rap,hip pop,2,43093100.0,1.1124688386917114
hip pop,memphis hip hop,2,43093100.0,2.2149062156677246
memphis hip hop,post-teen pop,2,43093100.0,6.630494594573975
dirty south rap,queens hip hop,2,43093100.0,1.6660752296447754
gangster rap,queens hip hop,2,43093100.0,0.7208254933357239
memphis hip hop,queens hip hop,2,43093100.0,3.786072015762329
piano rock,pop rap,2,141884110.0,5.25270938873291
puerto rican pop,rap latina,2,74986199.5,3.3292171955108643
atl trap,gangster rap,2,18524443.0,5.040774822235107
house,uk contemporary r&b,2,126227909.0,5.035006046295166
house,uk pop,2,126227909.0,6.530577182769775
atl hip hop,girl group,2,43596703.0,4.375523090362549
dirty south rap,girl group,2,43596703.0,4.580800533294678
atl hip hop,talent show,2,43596703.0,6.080727577209473
dirty south rap,talent show,2,43596703.0,6.3509979248046875
atl hip hop,viral pop,2,43596703.0,5.431625843048096
dirty south rap,viral pop,2,43596703.0,5.7015509605407715
canadian contemporary r&b,dirty south rap,2,12657090.0,4.18765926361084
complextro,pop edm,2,118121216.5,1.0913158655166626
german techno,pop edm,2,118121216.5,7.125373363494873
neo mellow,uk dance,2,55389007.0,3.0555496215820312
edm,neo soul,2,188799832.0,4.197705268859863
electro house,neo soul,2,188799832.0,4.244052410125732
house,neo soul,2,188799832.0,2.6954214572906494
neo soul,progressive house,2,188799832.0,4.206150531768799
neo soul,tropical house,2,188799832.0,3.2697882652282715
neo soul,uk dance,2,188799832.0,3.457406759262085
atl hip hop,neo soul,2,188799832.0,3.101071357727051
neo soul,pop rap,2,188799832.0,3.426969051361084
neo soul,southern hip hop,2,188799832.0,3.3488752841949463
neo soul,trap,2,188799832.0,3.3056869506835938
barbadian pop,canadian hip hop,2,58816057.0,4.992176532745361
canadian hip hop,r&b,2,58816057.0,3.3537378311157227
barbadian pop,canadian pop,2,58816057.0,2.2684261798858643
canadian pop,r&b,2,58816057.0,3.032399892807007
barbadian pop,toronto rap,2,58816057.0,5.168165683746338
r&b,toronto rap,2,58816057.0,3.580418348312378
canadian hip hop,grime,2,33832699.5,3.1123509407043457
canadian hip hop,london rap,2,33832699.5,2.7282772064208984
canadian hip hop,uk hip hop,2,33832699.5,3.035461902618408
canadian pop,grime,2,33832699.5,6.269736289978027
canadian pop,london rap,2,33832699.5,6.133087635040283
canadian pop,uk hip hop,2,33832699.5,6.183294773101807
hip hop,london rap,2,33832699.5,2.4660568237304688
london rap,pop rap,2,33832699.5,1.713146686553955
london rap,rap,2,33832699.5,1.5785771608352661
grime,toronto rap,2,33832699.5,3.9851057529449463
london rap,toronto rap,2,33832699.5,3.672206163406372
toronto rap,uk hip hop,2,33832699.5,3.904118061065674
art pop,canadian contemporary r&b,2,16670520.0,2.930055618286133
art pop,canadian pop,2,16670520.0,4.056882381439209
canadian pop,hollywood,2,13261771.5,5.485875129699707
canadian pop,viral pop,2,13261771.5,0.499557763338089
indie pop,melodic rap,2,63106747.5,7.318253517150879
indie poptimism,melodic rap,2,63106747.5,7.034322261810303
indietronica,melodic rap,2,63106747.5,5.931460857391357
melodic rap,modern rock,2,63106747.5,6.224330902099609
electropop,philly rap,2,63106747.5,7.044704914093018
indie pop,philly rap,2,63106747.5,7.6464457511901855
indie poptimism,philly rap,2,63106747.5,7.144585132598877
indietronica,philly rap,2,63106747.5,6.0947489738464355
modern rock,philly rap,2,63106747.5,6.464613914489746
big room,contemporary country,2,87785358.0,3.148195266723633
big room,country,2,87785358.0,4.691370487213135
big room,country pop,2,87785358.0,3.623469352722168
big room,country road,2,87785358.0,2.995774507522583
big room,modern country rock,2,87785358.0,3.773155927658081
contemporary country,edm,2,87785358.0,3.002552032470703
country,edm,2,87785358.0,4.511322498321533
country pop,edm,2,87785358.0,3.481281280517578
country road,edm,2,87785358.0,2.8417322635650635
edm,modern country rock,2,87785358.0,3.631774663925171
contemporary country,electro house,2,87785358.0,3.0225260257720947
country,electro house,2,87785358.0,4.555585861206055
country pop,electro house,2,87785358.0,3.4989566802978516
country road,electro house,2,87785358.0,2.8674089908599854
electro house,modern country rock,2,87785358.0,3.648909091949463
contemporary country,progressive electro house,2,87785358.0,3.0584819316864014
country,progressive electro house,2,87785358.0,4.595036029815674
country pop,progressive electro house,2,87785358.0,3.5345237255096436
country road,progressive electro house,2,87785358.0,2.9042882919311523
modern country rock,progressive electro house,2,87785358.0,3.6843903064727783
contemporary country,progressive house,2,87785358.0,2.6190664768218994
country,progressive house,2,87785358.0,4.489299297332764
country pop,progressive house,2,87785358.0,3.0537569522857666
country road,progressive house,2,87785358.0,2.552330493927002
modern country rock,progressive house,2,87785358.0,3.1944050788879395
big room,modern alternative rock,2,87785358.0,5.308383941650391
electro house,modern alternative rock,2,87785358.0,5.175451278686523
modern alternative rock,progressive electro house,2,87785358.0,5.213905334472656
modern alternative rock,progressive house,2,87785358.0,5.002700328826904
contemporary country,modern alternative rock,2,87785358.0,3.0871524810791016
country,modern alternative rock,2,87785358.0,2.7843384742736816
country pop,modern alternative rock,2,87785358.0,3.503074884414673
country road,modern alternative rock,2,87785358.0,2.70558500289917
modern alternative rock,modern country rock,2,87785358.0,3.6596386432647705
champeta,reggaeton,2,66243651.5,3.172283172607422
reggaeton,vallenato,2,66243651.5,5.917336463928223
art pop,atl hip hop,2,4443603.0,5.059834957122803
conscious hip hop,pop rock,2,161174240.0,6.517348289489746
electropop,indie electropop,2,71126229.5,0.6145039200782776
electropop,indietronica,2,71126229.5,2.070838212966919
pop,vapor soul,2,17627093.0,2.077867031097412
atl hip hop,philly rap,2,194161726.0,1.8516963720321655
hip hop,philly rap,2,194161726.0,2.0786662101745605
grime,pop,2,6440190.5,7.379031658172607
grime,uk pop,2,6440190.5,7.779409408569336
uk hip hop,uk pop,2,6440190.5,7.692963600158691
canadian hip hop,dirty south rap,2,21634081.5,2.818960666656494
dirty south rap,toronto rap,2,21634081.5,3.4694366455078125
dance pop,philly rap,2,7502251.5,5.429321765899658
electro house,pop nacional,2,120116581.5,5.977336883544922
brazilian edm,electro house,2,198292351.0,7.14280366897583
funk das antigas,pop nacional,2,30891003.0,2.5920121669769287
pagode baiano,pop nacional,2,30891003.0,1.791072130203247
electro house,toronto rap,2,92505209.5,8.135144233703613
toronto rap,tropical house,2,92505209.5,7.06380558013916
dance pop,underground hip hop,2,4060787.5,4.681999683380127
edm,gangster rap,2,19969502.5,7.78611946105957
edm,underground hip hop,2,4060787.5,7.370553016662598
electro house,gangster rap,2,19969502.5,7.835618495941162
electro house,underground hip hop,2,4060787.5,7.419521808624268
gangster rap,house,2,19969502.5,4.915435791015625
house,underground hip hop,2,4060787.5,3.898592948913574
gangster rap,progressive house,2,19969502.5,7.8390069007873535
progressive house,underground hip hop,2,4060787.5,7.415882587432861
gangster rap,tropical house,2,19969502.5,6.733375072479248
tropical house,underground hip hop,2,4060787.5,6.3384222984313965
gangster rap,uk dance,2,19969502.5,7.032307147979736
uk dance,underground hip hop,2,4060787.5,6.618941307067871
gangster rap,urban contemporary,2,49058197.0,3.414857864379883
underground hip hop,urban contemporary,2,4060787.5,3.3043134212493896
brostep,pop,2,278940089.5,4.612177848815918
champeta,latin pop,2,48089087.5,4.987620830535889
latin pop,mexican pop,2,41447438.5,1.271275520324707
latin viral pop,tropical,2,41489257.5,3.3737125396728516
electronic trap,pop rap,2,57145544.5,6.942085266113281
cubaton,latin pop,2,172309765.5,4.873972415924072
cubaton,mexican pop,2,172309765.5,6.044410705566406
mexican pop,reggaeton flow,2,155479987.5,5.957674980163574
edm,social media pop,2,299723337.0,5.036581993103027
canadian pop,electro house,2,358493029.5,3.5941848754882812
canadian pop,electropop,2,243876851.5,1.1515694856643677
indie pop,post-teen pop,2,112906265.5,6.609394550323486
hip hop,permanent wave,2,25225531.5,6.41354513168335
permanent wave,rap,2,25225531.5,5.7720770835876465
dancehall,tropical,2,30584062.0,5.0539631843566895
indie pop rap,viral pop,2,24262908.5,6.427182197570801
bachata,reggaeton flow,2,87048979.0,4.0321855545043945
g funk,urban contemporary,2,6994199.5,3.501209259033203
electro house,progressive house,2,9268614.0,1.5787086486816406
electronic trap,rap,2,14133052.5,6.876603603363037
conscious hip hop,gangster rap,2,34911723.5,0.563007652759552
southern hip hop,uk pop,2,16577263.5,6.574252128601074
electropop,r&b,2,14619563.5,3.8724935054779053
dutch house,electropop,2,29572305.0,3.6606476306915283
dutch house,post-teen pop,2,29572305.0,4.645335674285889
electropop,progressive electro house,2,36494219.0,3.606245517730713
big room,hip hop,2,35098216.5,7.860156536102295
