source,target,weight,avg_streams,hyperbolic_distance
reggaeton flow,trap latino,38,88791236.07142857,0.2923172414302826
pop rap,urban contemporary,38,97129248.17391305,2.815795660018921
canadian pop,rap,38,64068114.0,5.072595596313477
r&b,rap,37,57280424.52173913,2.1721227169036865
canadian pop,pop rap,35,78056780.4090909,5.135067939758301
latin hip hop,trap latino,34,98018414.35714284,0.23845121264457703
gangster rap,pop rap,32,25917593.41176471,0.946644127368927
gangster rap,rap,32,22164596.23529412,1.0974823236465454
dirty south rap,pop rap,32,76971174.39130434,0.11315350234508514
hip hop,urban contemporary,32,86062692.52,3.310289144515991
atl hip hop,dance pop,32,111491642.1153846,4.171387672424316
pop rap,r&b,32,88583771.11764705,2.2231035232543945
atl hip hop,melodic rap,31,83026853.27272727,2.0951173305511475
canadian pop,trap,31,52477223.76190476,5.159708023071289
pop,urban contemporary,31,127571946.26315787,3.9111056327819824
hip hop,r&b,30,59562222.0,2.72749400138855
house,pop,29,67444155.80952379,6.116458415985107
dirty south rap,rap,29,81485633.55,0.14029273390769958
dance pop,uk dance,28,116215198.85714284,3.8426332473754883
electro house,pop rap,28,85266288.94736843,7.174261093139648
pop,progressive house,28,101912025.95454544,4.690971374511719
edm,rap,28,94311889.55,7.059203624725342
dance pop,electropop,28,168045603.41666666,2.9810147285461426
latin pop,reggaeton,28,159503763.2173913,5.036357402801514
rap,tropical house,27,98009721.31578948,6.011630535125732
post-teen pop,southern hip hop,27,109553055.03846154,6.248353958129883
pop,r&b,27,89059784.76470588,4.14255952835083
electropop,tropical house,27,132124429.71428572,1.4655369520187378
electro house,post-teen pop,27,124536195.22222222,4.550042152404785
latin hip hop,reggaeton flow,26,102326813.11111107,0.45390844345092773
miami hip hop,rap,25,87013066.29411764,0.0851985439658165
electro house,rap,25,81557084.94444445,7.108570098876953
canadian pop,hip hop,25,93225904.66666669,5.673274517059326
r&b,trap,25,61791029.07692308,2.4300618171691895
edm,trap,25,94684777.0,7.105308532714844
trap,tropical house,25,98402234.42105263,6.072160243988037
miami hip hop,pop rap,24,84990947.8125,0.08116760104894638
pop rap,uk dance,24,94279885.875,6.371482849121094
trap,urban contemporary,24,119921609.0,3.025520086288452
pop,uk pop,24,167506363.0952381,0.6881623268127441
gangster rap,trap,23,24447713.0,2.6547112464904785
house,pop rap,23,68192913.66666667,4.156634330749512
dirty south rap,hip hop,23,71949767.125,0.8478408455848694
dance pop,urban contemporary,23,116797875.0,1.7028697729110718
post-teen pop,uk dance,22,128944033.66666669,3.674778461456299
dance pop,progressive house,22,109184938.25,4.747077465057373
dirty south rap,pop,22,81984914.38888891,6.311506748199463
edm,electropop,22,135463678.83333334,3.492652416229248
dance pop,melodic rap,21,110468668.29411764,5.422901153564453
pop rap,progressive house,21,76983521.84615384,7.176276683807373
electro house,trap,21,86106735.88235295,7.154303550720215
conscious hip hop,hip hop,20,84524704.55555555,0.7202031016349792
dance pop,r&b,20,89980527.93333334,2.1228981018066406
conscious hip hop,pop rap,19,76482197.4,1.4197990894317627
dance pop,house,19,64428871.64285714,4.490482330322266
electropop,rap,19,62467827.4375,5.891363620758057
dirty south rap,trap,19,111618276.28571428,1.7164281606674194
rap,toronto rap,19,34822885.35714286,3.3325512409210205
r&b,southern hip hop,19,61791029.07692308,2.1631007194519043
southern hip hop,tropical house,19,71713477.13333334,6.004952907562256
big room,pop,19,99744350.05882353,4.612138748168945
miami hip hop,trap,18,104647802.71428572,1.6543807983398438
chicago rap,rap,18,80134586.33333333,2.6674013137817383
conscious hip hop,rap,18,76482197.4,1.5652261972427368
electropop,pop rap,18,71651102.77777778,5.95481014251709
progressive house,rap,18,77030854.15384616,7.110208511352539
canadian pop,pop,18,157778984.88235295,1.1102725267410278
pop rap,toronto rap,18,46919891.58333334,3.4643030166625977
indie poptimism,pop,18,91982839.8,0.9972250461578369
edm,southern hip hop,18,71713477.13333334,7.052723407745361
puerto rican pop,reggaeton,18,219843492.84615383,3.715629816055298
dance pop,uk pop,18,164142110.47058824,3.3772289752960205
pop,pop edm,18,105289392.6,4.156315803527832
conscious hip hop,trap,17,94724755.125,3.0788674354553223
new orleans rap,pop rap,17,110202067.42857143,1.1852412223815918
alternative r&b,rap,17,95854837.66666669,2.441843271255493
house,rap,17,80172331.25,4.06282901763916
rap,uk dance,17,80172331.25,6.305937767028809
atl hip hop,canadian pop,17,65811717.0,4.932171821594238
atl hip hop,post-teen pop,17,134519279.64705878,6.114615440368652
gangster rap,hip hop,17,29582542.272727273,0.17095504701137543
dance pop,reggaeton,17,106537975.26666668,4.575284957885742
pop,reggaeton,17,163066493.0,6.678582668304443
hip hop,tropical house,17,113278903.6153846,6.6209716796875
latin pop,tropical,17,173777658.125,4.262543678283691
chicago rap,hip hop,16,80134586.33333333,3.5854663848876953
chicago rap,pop rap,16,80134586.33333333,2.8139703273773193
hip hop,new orleans rap,16,110202067.42857143,1.820016622543335
hip hop,miami hip hop,16,73999365.7,0.8585477471351624
canadian pop,dance pop,16,145155055.46666667,1.9635288715362549
canadian pop,southern hip hop,16,55526025.6,5.0655517578125
canadian hip hop,rap,16,37162183.15384615,2.690075159072876
edm,hip hop,16,113278903.6153846,7.673160076141357
electro house,southern hip hop,16,76002242.07142857,7.102095603942871
progressive house,trap,16,83099007.08333333,7.1510162353515625
puerto rican pop,tropical,16,226428257.0,1.7396130561828613
big room,dance pop,16,113150641.8,4.811496734619141
electropop,post-teen pop,16,215291088.8125,1.4537031650543213
chicago rap,trap,15,87760298.25,1.0911773443222046
new orleans rap,rap,15,110202067.42857143,1.1046926975250244
alternative r&b,pop,15,133706458.54545456,5.957599639892578
melodic rap,post-teen pop,15,132364813.85714284,7.3127665519714355
conscious hip hop,pop,15,162284233.4,7.184624671936035
toronto rap,trap,15,35923736.166666664,2.025839328765869
dance pop,dirty south rap,15,68148472.08333333,4.382643699645996
pop,tropical,15,130063779.85714284,6.058732509613037
detroit hip hop,pop,15,51747540.72727273,7.2760796546936035
house,trap,15,87077723.27272727,3.6755075454711914
trap,uk dance,15,87077723.27272727,6.353586196899414
southern hip hop,urban contemporary,15,101719138.41666669,2.7576663494110107
edm,uk pop,15,167265204.7142857,4.942126750946045
tropical house,uk pop,15,167265204.7142857,3.1838741302490234
dance pop,pop edm,15,125750515.16666669,4.474834442138672
detroit hip hop,pop rap,14,49916497.27272727,1.5435444116592407
detroit hip hop,rap,14,16249917.875,1.428687572479248
atl trap,pop rap,14,18408325.666666668,4.174356937408447
atl trap,rap,14,18631016.777777776,4.046480178833008
miami hip hop,pop,14,110196558.63636364,6.180301666259766
east coast hip hop,rap,14,16722919.818181818,1.725687861442566
electro house,tropical house,14,59917558.36363637,2.526614189147949
indie poptimism,tropical house,14,111693710.5,1.8650593757629395
gangster rap,pop,14,81621825.88888891,6.8943281173706055
gangster rap,southern hip hop,13,22238252.6,1.0773348808288574
canadian hip hop,trap,13,38788438.18181818,1.1102386713027954
canadian hip hop,pop rap,13,37802828.0,2.8332431316375732
electro house,hip hop,13,96981618.45454544,7.722644805908203
progressive house,southern hip hop,13,87423735.81818181,7.103801250457764
pop,toronto rap,13,46578829.90909091,7.278700351715088
latin hip hop,latin pop,13,213854373.5,4.918209075927734
house,post-teen pop,12,75388131.66666667,6.1907196044921875
art pop,rap,12,14825666.0,5.319714546203613
conscious hip hop,southern hip hop,12,76482197.4,1.5428884029388428
dance pop,tropical,12,76418228.0,3.430210590362549
house,southern hip hop,12,92232796.5,4.061844348907471
southern hip hop,uk dance,12,92232796.5,6.299437046051025
hip pop,pop rap,12,120021074.85714284,0.5164247155189514
pop edm,post-teen pop,12,112903056.5,4.2363128662109375
colombian pop,reggaeton,12,101093291.9,2.380012035369873
edm,electro house,12,76780629.33333333,0.13876667618751526
detroit hip hop,trap,11,8956412.0,1.9110828638076782
atl hip hop,gangster rap,11,14864622.285714284,2.3049163818359375
dance pop,dancehall,11,91220349.71428572,4.343510150909424
dancehall,pop,11,104641062.33333331,6.486176490783691
alternative r&b,pop rap,11,114307195.7,2.5612311363220215
atl hip hop,dirty south rap,11,92757300.3,1.3687958717346191
east coast hip hop,pop,11,14910234.333333336,7.325714111328125
dirty south rap,post-teen pop,11,122962121.36363636,6.384796619415283
east coast hip hop,hip hop,11,14950362.444444446,0.8820766806602478
hip hop,progressive house,11,94697419.33333331,7.725844860076904
post-teen pop,progressive house,11,113952788.45454544,4.770513534545898
hip pop,rap,11,47955612.25,0.526883602142334
canadian contemporary r&b,rap,11,57770666.5,4.057684898376465
pop rap,underground hip hop,11,55065516.1,2.031092405319214
latin hip hop,puerto rican pop,11,297758676.875,3.602785587310791
detroit hip hop,hip hop,10,17719935.714285713,2.2536237239837646
atl trap,trap,10,15411432.857142854,2.849579334259033
metropopolis,pop,10,52000076.83333334,3.525792360305786
dirty south rap,southern hip hop,10,53176104.8,0.13964076340198517
chicago rap,pop,10,117948930.4,7.2918782234191895
post-teen pop,urban contemporary,10,181009761.4,3.983367443084717
new orleans rap,pop,10,116300628.83333331,7.127136707305908
new orleans rap,trap,10,125853730.33333331,1.9973236322402954
east coast hip hop,pop rap,10,23380984.71428572,1.5807310342788696
indie pop rap,pop,10,39404342.4,7.03670597076416
dance pop,miami hip hop,10,79245958.875,4.250140190124512
dance pop,detroit hip hop,10,81601815.83333333,5.373483180999756
hip hop,house,10,101617955.625,4.789004325866699
hip hop,uk dance,10,101617955.625,6.919406414031982
edm,urban contemporary,10,85799689.625,4.974209308624268
tropical house,urban contemporary,10,85799689.625,3.8604612350463867
pop rock,rap,10,114062895.0,5.467830657958984
dance pop,gangster rap,10,90943424.5,4.941779613494873
pop rap,queens hip hop,10,139399146.16666666,1.5819634199142456
pop edm,tropical house,10,58349361.33333334,2.0185868740081787
modern rock,rap,10,49942825.0,5.334537029266357
big room,post-teen pop,10,114408954.5,4.691962242126465
pop,progressive electro house,10,103307690.75,4.511877059936523
colombian pop,tropical,10,64466448.44444445,3.4937314987182617
rap,underground hip hop,10,63508393.0,1.8852996826171875
atl hip hop,r&b,10,45489165.8,2.1730659008026123
big room,tropical house,10,46345006.125,2.6709632873535156
hip hop,rock,10,45712037.0,5.805374622344971
pop rap,reggaeton,10,73612258.0,3.461089611053467
modern rock,pop rap,10,42477065.333333336,5.4046478271484375
hip pop,pop,10,137930532.875,5.798852920532227
pop,queens hip hop,10,137930532.875,7.330262660980225
melodic rap,miami hip hop,9,107980404.66666669,3.2826874256134033
detroit hip hop,southern hip hop,9,8956412.0,1.452933430671692
atl trap,southern hip hop,9,15411432.857142854,4.054049491882324
alternative r&b,dance pop,9,123731110.55555557,4.1686601638793945
dfw rap,pop,9,27924816.66666667,6.932620048522949
canadian pop,melodic rap,9,90499920.0,6.13079833984375
atl hip hop,canadian hip hop,9,48644961.875,1.4507864713668823
atl hip hop,toronto rap,9,48644961.875,2.2183661460876465
r&b,urban contemporary,9,131760880.875,0.6006401777267456
dance pop,indie poptimism,9,74232781.28571428,3.005718469619751
edm,indie poptimism,9,71164557.14285715,3.814321756362915
moombahton,pop,9,114069699.5,4.095818042755127
latin pop,pop,9,140585875.33333334,1.9876967668533325
uk dance,urban contemporary,9,72257016.0,4.214035511016846
pop rap,pop rock,9,111225096.83333331,5.537957191467285
hip hop,hip pop,9,95368246.42857143,0.9910491704940796
pop rap,viral pop,9,93762561.22222222,5.634632110595703
canadian contemporary r&b,pop rap,9,68283948.25,4.121698379516602
canadian contemporary r&b,trap,9,13879200.714285716,4.12603235244751
perreo,reggaeton,9,78137872.25,0.575006902217865
canadian hip hop,pop,9,28897889.875,7.143291473388672
dance pop,toronto rap,9,55879606.625,5.466457843780518
colombian pop,latin pop,9,57390361.0,3.6068365573883057
latin hip hop,pop,9,168288669.44444445,6.559924125671387
hip hop,toronto rap,9,40565855.875,4.198275089263916
latin pop,reggaeton flow,9,131580423.33333331,4.810988903045654
pop,viral pop,9,148551391.88888893,0.6119779944419861
rap,rock,9,42296642.0,5.160731315612793
pop rap,rock,9,58186747.0,5.233875751495361
hip hop,modern rock,9,45725086.5,5.9668192863464355
dance pop,uk hip hop,8,15675702.0,5.389167785644531
pop,uk hip hop,8,14864286.2,7.292591094970703
art pop,pop,8,23423098.0,5.138889789581299
chicago rap,southern hip hop,8,87760298.25,2.6821188926696777
miami hip hop,post-teen pop,8,147879401.75,6.253586769104004
atl hip hop,urban contemporary,8,100659013.375,2.771031618118286
dirty south rap,r&b,8,71767212.28571428,2.2967522144317627
electropop,hip hop,8,77691385.0,6.49610710144043
indie pop,pop,8,73854733.66666667,6.533547401428223
electro house,urban contemporary,8,52217813.5,5.02528190612793
pop,pop rock,8,93292644.125,4.58774995803833
hip pop,trap,8,120021074.85714284,1.68940007686615
queens hip hop,rap,8,61977274.16666666,1.7270785570144653
southern hip hop,toronto rap,8,24074576.14285714,3.3413314819335938
tropical house,uk dance,8,176697740.875,1.6175553798675537
uk dance,uk pop,8,174232136.875,4.135476112365723
atl hip hop,edm,8,138004429.625,6.8846025466918945
atl hip hop,tropical house,8,138004429.625,5.849026203155518
indietronica,pop,8,26461041.25,2.7776081562042236
modern alternative rock,pop,8,51707459.0,5.3158040046691895
edm,pop edm,8,107881194.0,0.9729400277137756
alternative r&b,hip hop,8,136728468.85714287,3.2637975215911865
puerto rican pop,reggaeton flow,8,108049062.85714284,3.537154197692871
dance pop,progressive electro house,8,67610455.71428572,4.713003158569336
pop,underground hip hop,8,66260706.0,6.536590099334717
electropop,indie poptimism,8,137979101.42857143,0.4503194987773895
electronic trap,pop,8,79373262.14285715,4.1088151931762695
big room,edm,8,52533502.42857143,0.2602538466453552
pop,trap soul,8,134151970.83333331,7.04254674911499
florida rap,pop rap,7,39842918.4,4.272329330444336
florida rap,rap,7,39842918.4,4.1451191902160645
atl hip hop,atl trap,7,16805165.5,2.99239444732666
dance pop,uk dancehall,7,18034281.0,4.196528434753418
metropopolis,rap,7,30776894.75,5.351703643798828
chicago rap,dance pop,7,117948930.4,5.441694736480713
conscious hip hop,dance pop,7,181928870.7142857,5.22351598739624
atl hip hop,conscious hip hop,7,96268718.71428572,2.729637861251831
canadian pop,dirty south rap,7,92396688.14285716,5.20198917388916
canadian pop,urban contemporary,7,102435374.71428572,2.8011510372161865
new orleans rap,southern hip hop,7,125853730.33333331,1.1269164085388184
dirty south rap,melodic rap,7,127752341.83333331,3.367112636566162
atl trap,hip hop,7,15265491.4,4.898388862609863
indie pop rap,pop rap,7,52012841.4,2.1063919067382812
indie pop rap,rap,7,52012841.4,1.955100178718567
indie pop rap,post-teen pop,7,35919852.85714286,7.110178470611572
dance pop,moombahton,7,121972983.33333331,4.323291778564453
dance pop,latin pop,7,51628385.14285714,1.107227087020874
post-teen pop,tropical,7,190233665.5,6.129733085632324
house,urban contemporary,7,26541695.2,3.475412368774414
progressive house,urban contemporary,7,26541695.2,5.049560546875
r&b,tropical house,7,21569218.42857143,4.0187788009643555
canadian hip hop,southern hip hop,7,27351669.83333333,2.703115940093994
gangster rap,melodic rap,7,14461750.5,4.246870040893555
g funk,pop,7,20767956.57142857,6.988951206207275
perreo,trap latino,7,29487182.33333333,0.5462720394134521
atl hip hop,electro house,7,101411180.14285716,6.933660507202148
alternative r&b,trap,7,116137672.8,1.526896595954895
indietronica,tropical house,7,32872307.33333333,1.6101268529891968
neo soul,rap,7,78562873.0,3.354032039642334
post-teen pop,toronto rap,7,72458214.33333333,7.352362632751465
contemporary country,pop,7,63477151.2,4.070781230926514
country,pop,7,63477151.2,4.1394429206848145
country road,pop,7,63477151.2,3.717757225036621
modern country rock,pop,7,63477151.2,4.757383823394775
trap,underground hip hop,7,30178817.0,0.3025292158126831
hip hop,pop rock,7,83287708.5,6.1001763343811035
dance pop,latin hip hop,7,84110578.0,4.458247184753418
canadian hip hop,hip hop,7,51128225.16666666,3.5961050987243652
pop rap,uk pop,7,101295091.71428572,6.643588542938232
norwegian pop,pop,7,57148119.16666666,3.415323495864868
pop,swedish pop,7,104422914.71428572,0.7361484169960022
florida rap,trap,6,39842918.4,2.9674153327941895
dancehall,tropical house,6,110049841.2,6.3934149742126465
pop,uk dancehall,6,20480350.0,6.37317419052124
electropop,melodic rap,6,39006838.5,6.928966999053955
art pop,pop rap,6,16057790.333333336,5.393006324768066
dfw rap,rap,6,200087775.8333333,2.683929681777954
nz pop,pop,6,27924816.66666667,0.5754087567329407
nz pop,rap,6,27924816.66666667,5.757205009460449
art pop,hip hop,6,5001303.0,5.964953899383545
miami hip hop,r&b,6,81350768.83333333,2.163059711456299
east coast hip hop,trap,6,10760566.333333334,3.235233783721924
electro house,electropop,6,152239500.83333334,3.564218044281006
danish pop,pop,6,107168479.0,2.9146716594696045
post-teen pop,reggaeton,6,212908182.3333333,6.75131893157959
detroit hip hop,post-teen pop,6,82026798.16666667,7.349453449249268
edm,r&b,6,24496969.33333333,5.094118595123291
hip pop,southern hip hop,6,128651405.8,0.5082685351371765
memphis hip hop,pop rap,6,26752096.0,2.308134078979492
queens hip hop,trap,6,139399146.16666666,3.2376699447631836
hip hop,queens hip hop,6,131159294.4,0.8807339668273926
canadian contemporary r&b,southern hip hop,6,15097648.5,4.050911903381348
canadian contemporary r&b,hip hop,6,85570790.83333333,4.664858341217041
atl hip hop,house,6,87703422.66666667,3.5437965393066406
atl hip hop,progressive house,6,87703422.66666667,6.931209087371826
atl hip hop,uk dance,6,87703422.66666667,6.132617950439453
alternative r&b,southern hip hop,6,116137672.8,2.4469716548919678
neo mellow,pop,6,68971794.33333333,3.834308385848999
canadian pop,post-teen pop,6,110446496.16666669,1.1830775737762451
barbadian pop,rap,6,172084968.4,3.9138150215148926
puerto rican pop,trap latino,6,82024353.5,3.6832799911499023
country pop,pop,6,76261961.25,4.593637943267822
german hip hop,hamburg hip hop,6,3282104.0,2.3843441009521484
dance pop,electronic trap,6,33428457.2,4.399182319641113
progressive electro house,tropical house,6,23252657.75,2.5692646503448486
dance pop,viral pop,6,124750546.83333331,2.4371306896209717
tropical house,viral pop,6,166838454.16666666,2.150019407272339
edm,viral pop,6,156116464.0,3.8833463191986084
electropop,trap,6,40785981.0,5.966034889221191
post-teen pop,uk pop,6,267925101.8333333,0.6355648636817932
post-teen pop,r&b,6,129489787.2,4.215480327606201
atl trap,pop,6,133179271.5,7.823455333709717
pittsburgh rap,pop rap,6,43704338.5,2.942674398422241
dance pop,trap soul,6,144117757.6,5.29957389831543
dance pop,hip pop,6,169109552.16666666,3.8544974327087402
dance pop,queens hip hop,6,169109552.16666666,5.368113040924072
pop rap,trap soul,6,217872117.0,4.099787712097168
modern rock,trap,6,84323037.0,5.3213019371032715
rock,trap,6,84323037.0,5.1052961349487305
conscious hip hop,new orleans rap,5,145819105.4,2.519167423248291
dancehall,edm,5,110049841.2,7.48228645324707
dancehall,post-teen pop,5,136756379.75,6.5587873458862305
alternative r&b,electropop,5,107378868.8,5.642675399780273
art pop,trap,5,4190764.0,5.262159824371338
chicago rap,dirty south rap,5,117948930.4,2.7914719581604004
chicago rap,miami hip hop,5,117948930.4,2.7345049381256104
chicago rap,urban contemporary,5,117948930.4,4.070404529571533
canadian pop,conscious hip hop,5,210860682.8,6.074872970581055
conscious hip hop,post-teen pop,5,240994887.0,7.257812976837158
dance pop,new orleans rap,5,122696147.2,5.215819358825684
new orleans rap,post-teen pop,5,122696147.2,7.2004828453063965
indie poptimism,pop rap,5,75555064.4,6.053343772888184
indie poptimism,rap,5,38267013.4,5.990207672119141
dance pop,indie pop,5,106946517.5,5.387702465057373
danish pop,edm,5,107168479.0,4.3025689125061035
edm,indie pop,5,107168479.0,6.806419849395752
latin pop,post-teen pop,5,219239635.2,2.0536386966705322
electro house,r&b,5,27062209.6,5.144217491149902
miami hip hop,southern hip hop,5,26633923.4,0.061999864876270294
atl hip hop,canadian contemporary r&b,5,17126660.6,3.9014787673950195
latin pop,trap latino,5,86702834.8,4.979231834411621
hip hop,viral pop,5,43699702.2,6.172848701477051
rap,viral pop,5,28419289.4,5.572155475616455
detroit hip hop,r&b,5,16690193.2,3.319976806640625
alternative r&b,tropical house,5,98197339.4,5.733709812164307
alternative r&b,atl hip hop,5,116137672.8,1.5456527471542358
edm,indietronica,5,13745346.25,2.161875009536743
electro house,pop edm,5,64833819.8,1.10677969455719
dance pop,neo mellow,5,78707844.0,3.022446393966675
edm,neo mellow,5,78653247.6,3.7599802017211914
neo mellow,tropical house,5,78653247.6,3.1011433601379395
hip hop,neo soul,5,78562873.0,3.9980759620666504
canadian hip hop,dance pop,5,33170568.6,5.301502704620361
canadian hip hop,post-teen pop,5,39494322.5,7.216859340667725
barbadian pop,hip hop,5,153393334.6,4.4824748039245605
barbadian pop,pop rap,5,170690515.5,3.9687001705169678
philly rap,pop,5,33650904.0,7.338527679443359
contemporary country,dance pop,5,100311204.33333331,3.737513542175293
country,dance pop,5,100311204.33333331,2.923952102661133
country pop,dance pop,5,100311204.33333331,4.255345821380615
country road,dance pop,5,100311204.33333331,3.343851327896118
dance pop,modern country rock,5,100311204.33333331,4.420477867126465
dance pop,modern alternative rock,5,69207057.66666667,4.528099536895752
pop edm,pop rap,5,68540750.0,7.0296101570129395
cubaton,pop,5,118510218.25,6.555643558502197
edm,progressive electro house,5,23252657.75,0.17166414856910706
edm,progressive house,5,18631560.8,1.6434326171875
progressive house,tropical house,5,22236196.25,2.9822404384613037
electro house,viral pop,5,114931682.4,3.948554754257202
electropop,viral pop,5,149481635.2,1.1081379652023315
canadian pop,edm,5,284205705.8,3.531057119369507
canadian pop,tropical house,5,277328433.5,1.9122565984725952
colombian pop,latin hip hop,5,63299840.0,2.279974937438965
bachata,reggaeton,5,95106772.0,4.153078079223633
big room,electropop,5,108609519.2,3.7070930004119873
dutch house,tropical house,5,24489606.33333333,2.625333309173584
gangster rap,r&b,5,38205848.66666666,2.8339874744415283
dance pop,funk carioca,5,17064111.5,5.133907794952393
funk carioca,pop,5,17064111.5,7.23408317565918
funk carioca,pop rap,5,18856980.666666668,3.968111038208008
pop rap,tropical,5,43190821.75,5.542137145996094
atl trap,dance pop,5,175222683.0,6.022809028625488
edm,melodic rap,5,128220907.8,8.04931926727295
modern rock,pop,5,42477065.333333336,4.456664562225342
pop,rock,5,39870027.66666666,4.957498550415039
modern alternative rock,rap,5,41166876.66666666,6.220902442932129
rap,stomp pop,5,41166876.66666666,7.177150726318359
modern alternative rock,pop rap,5,58186747.0,6.290995121002197
pop rap,stomp pop,5,58186747.0,7.249213218688965
hip hop,modern alternative rock,5,45725086.5,6.853107929229736
hip hop,stomp pop,5,45725086.5,7.817391872406006
pittsburgh rap,rap,5,43704338.5,2.8075876235961914
pittsburgh rap,trap,5,43704338.5,1.4122602939605713
dance pop,swedish pop,5,142748815.0,2.792452096939087
edm,swedish pop,5,131681219.0,3.796046018600464
dmv rap,pop,5,179055722.0,7.966831684112549
post-teen pop,trap soul,5,156721102.0,7.11643123626709
pop rock,trap,5,102382668.66666669,5.454362392425537
dance pop,norwegian pop,5,75827696.75,2.712116241455078
dmv rap,southern hip hop,5,23648100.25,4.224607467651367
pop,uk funky,5,255281634.75,3.765235185623169
dmv rap,hip hop,5,30313647.66666667,5.066871166229248
florida rap,melodic rap,4,43296934.25,1.697155237197876
chicago rap,new orleans rap,4,161193122.5,3.0025033950805664
post-teen pop,uk hip hop,4,16920609.0,7.365962505340576
dancehall,uk dance,4,136756379.75,6.724723815917969
alternative r&b,post-teen pop,4,133222907.75,6.03133487701416
metropopolis,pop rap,4,30776894.75,5.418857574462891
dfw rap,pop rap,4,151094334.75,2.8224449157714844
conscious hip hop,dirty south rap,4,145359976.25,1.5034081935882568
conscious hip hop,urban contemporary,4,188964313.5,3.6844913959503174
canadian pop,chicago rap,4,149330841.25,6.183136463165283
atl hip hop,chicago rap,4,161193122.5,1.4370734691619873
conscious hip hop,melodic rap,4,149887981.0,4.644807815551758
canadian pop,miami hip hop,4,146517506.75,5.070772647857666
miami hip hop,new orleans rap,4,151055332.25,1.1731764078140259
atl hip hop,miami hip hop,4,145290672.75,1.3050984144210815
melodic rap,urban contemporary,4,145476008.75,4.106159210205078
canadian pop,new orleans rap,4,148621641.0,6.017768859863281
atl hip hop,new orleans rap,4,161193122.5,1.6959164142608643
melodic rap,new orleans rap,4,151055332.25,3.7857091426849365
canadian hip hop,melodic rap,4,63887651.25,1.6020228862762451
canadian pop,gangster rap,4,21093397.666666668,5.784634113311768
gangster rap,toronto rap,4,20214390.0,4.342646598815918
